Depth,SVelocity,PVelocity
25.262,3420.07,7479.67
25.362,3420.07,7479.67
25.462,3420.07,7666.67
25.562,3458.65,7666.67
25.662,3498.1,7666.67
25.762,3498.1,7863.25
25.862,3498.1,7863.25
25.962,3498.1,7863.25
26.062,3458.65,7863.25
26.162,3458.65,7666.67
26.262,3458.65,7666.67
26.362,3458.65,7666.67
26.462,3458.65,7666.67
26.562,3458.65,7666.67
26.662,3458.65,7479.67
26.762,3458.65,7479.67
26.862,3458.65,7479.67
26.962,3498.1,7479.67
27.062,3498.1,7479.67
27.162,3498.1,7479.67
27.262,3420.07,7479.67
27.362,3345.45,7479.67
27.462,3297.49,7479.67
27.562,3297.49,7301.59
27.662,3297.49,7131.78
27.762,3297.49,7131.78
27.862,3382.35,7131.78
27.962,3458.65,7131.78
28.062,3498.1,7131.78
28.162,3579.77,7131.78
28.262,3622.05,7131.78
28.362,3622.05,7131.78
28.462,3622.05,7131.78
28.562,3622.05,7131.78
28.662,3579.77,7131.78
28.762,3579.77,7131.78
28.862,3579.77,7131.78
28.962,3538.46,7131.78
29.062,3538.46,7131.78
29.162,3538.46,7131.78
29.262,3538.46,7131.78
29.362,3538.46,7131.78
29.462,3498.1,7131.78
29.562,3498.1,7131.78
29.662,3458.65,7131.78
29.762,3420.07,7131.78
29.862,3420.07,7131.78
29.962,3420.07,7131.78
30.062,3420.07,7131.78
30.162,3420.07,7131.78
30.262,3420.07,7131.78
30.362,3458.65,7131.78
30.462,3458.65,7131.78
30.562,3458.65,7131.78
30.662,3458.65,7131.78
30.762,3498.1,7131.78
30.862,3538.46,7131.78
30.962,3538.46,7131.78
31.062,3538.46,7131.78
31.162,3538.46,7131.78
31.262,3538.46,7131.78
31.362,3579.77,7131.78
31.462,3579.77,7131.78
31.562,3622.05,7131.78
31.662,3665.34,7131.78
31.762,3665.34,7301.59
31.862,3665.34,7301.59
31.962,3724.7,7301.59
32.062,3724.7,7301.59
32.162,3665.34,7301.59
32.262,3622.05,7301.59
32.362,3622.05,7301.59
32.462,3622.05,7301.59
32.562,3579.77,7301.59
32.662,3579.77,7131.78
32.762,3579.77,7131.78
32.862,3579.77,7131.78
32.962,3579.77,7131.78
33.062,3579.77,7131.78
33.162,3579.77,7131.78
33.262,3579.77,7131.78
33.362,3622.05,7131.78
33.462,3622.05,7131.78
33.562,3622.05,7131.78
33.662,3622.05,7131.78
33.762,3622.05,7131.78
33.862,3622.05,6969.7
33.962,3622.05,6814.81
34.062,3579.77,6814.81
34.162,3538.46,6814.81
34.262,3498.1,6814.81
34.362,3458.65,6814.81
34.462,3622.05,6814.81
34.562,3665.34,6814.81
34.662,3665.34,6814.81
34.762,3665.34,6814.81
34.862,3724.7,6814.81
34.962,3724.7,6814.81
35.062,3724.7,6814.81
35.162,3724.7,6814.81
35.262,3724.7,6814.81
35.362,3770.49,6814.81
35.462,3770.49,6814.81
35.562,3770.49,6814.81
35.662,3770.49,6814.81
35.762,3770.49,6814.81
35.862,3770.49,6814.81
35.962,3770.49,6814.81
36.062,3770.49,6814.81
36.162,3770.49,6814.81
36.262,3724.7,6814.81
36.362,3665.34,6814.81
36.462,3665.34,6666.67
36.562,3665.34,6666.67
36.662,3665.34,6666.67
36.762,3665.34,6666.67
36.862,3665.34,6666.67
36.962,3665.34,6666.67
37.062,3724.7,6666.67
37.162,3817.43,6666.67
37.262,3817.43,6666.67
37.362,3865.55,6666.67
37.462,3865.55,6666.67
37.562,3865.55,6478.87
37.662,3865.55,6478.87
37.762,3865.55,6478.87
37.862,3817.43,6478.87
37.962,3770.49,6478.87
38.062,3865.55,6478.87
38.162,3865.55,6478.87
38.262,3865.55,6478.87
38.362,3865.55,6344.83
38.462,3865.55,6344.83
38.562,3865.55,6344.83
38.662,3865.55,6216.22
38.762,3724.7,6216.22
38.862,3665.34,6216.22
38.962,3538.46,6216.22
39.062,3420.07,6216.22
39.162,3382.35,6216.22
39.262,3382.35,6216.22
39.362,3382.35,6216.22
39.462,3458.65,6092.72
39.562,3538.46,6092.72
39.662,3622.05,6092.72
39.762,3622.05,6092.72
39.862,3622.05,6092.72
39.962,3622.05,6092.72
40.062,3579.77,5974.03
40.162,3579.77,5974.03
40.262,3622.05,5974.03
40.362,3665.34,5974.03
40.462,3724.7,5974.03
40.562,3770.49,5974.03
40.662,3770.49,5974.03
40.762,3770.49,5974.03
40.862,3770.49,5974.03
40.962,3770.49,5974.03
41.062,3770.49,5974.03
41.162,3770.49,5859.87
41.262,3770.49,5859.87
41.362,3724.7,5859.87
41.462,3724.7,5859.87
41.562,3724.7,5859.87
41.662,3665.34,5859.87
41.762,3665.34,5859.87
41.862,3665.34,5859.87
41.962,3622.05,5859.87
42.062,3622.05,5859.87
42.162,3622.05,5859.87
42.262,3538.46,5859.87
42.362,3538.46,5859.87
42.462,3538.46,5859.87
42.562,3538.46,5859.87
42.662,3538.46,5859.87
42.762,3538.46,5859.87
42.862,3538.46,5750
42.962,3538.46,5750
43.062,3498.1,5750
43.162,3458.65,5750
43.262,3458.65,5750
43.362,3458.65,5750
43.462,3458.65,5750
43.562,3458.65,5750
43.662,3458.65,5750
43.762,3458.65,5750
43.862,3420.07,5750
43.962,3420.07,5750
44.062,3420.07,5750
44.162,3420.07,5750
44.262,3382.35,5750
44.362,3382.35,5750
44.462,3382.35,5750
44.562,3382.35,5750
44.662,3382.35,5750
44.762,3382.35,5750
44.862,3382.35,5750
44.962,3345.45,5750
45.062,3345.45,5750
45.162,3297.49,5750
45.262,3297.49,5750
45.362,3297.49,5859.87
45.462,3382.35,5859.87
45.562,3420.07,5859.87
45.662,3420.07,5859.87
45.762,3420.07,5859.87
45.862,3458.65,5859.87
45.962,3458.65,5974.03
46.062,3458.65,5974.03
46.162,3458.65,5974.03
46.262,3458.65,5974.03
46.362,3458.65,5974.03
46.462,3458.65,5974.03
46.562,3458.65,6092.72
46.662,3458.65,6216.22
46.762,3458.65,6216.22
46.862,3458.65,6216.22
46.962,3420.07,6216.22
47.062,3420.07,6216.22
47.162,3420.07,6216.22
47.262,3420.07,6216.22
47.362,3420.07,6216.22
47.462,3420.07,6344.83
47.562,3420.07,6344.83
47.662,3420.07,6344.83
47.762,3420.07,6344.83
47.862,3458.65,6344.83
47.962,3458.65,6344.83
48.062,3498.1,6344.83
48.162,3498.1,6478.87
48.262,3498.1,6666.67
48.362,3498.1,6814.81
48.462,3498.1,6814.81
48.562,3498.1,6814.81
48.662,3498.1,6814.81
48.762,3498.1,6814.81
48.862,3458.65,6814.81
48.962,3420.07,6814.81
49.062,3420.07,6814.81
49.162,3382.35,6814.81
49.262,3345.45,6814.81
49.362,3345.45,6666.67
49.462,3345.45,6666.67
49.562,3297.49,6666.67
49.662,3297.49,6478.87
49.762,3262.41,6478.87
49.862,3262.41,6478.87
49.962,3262.41,6344.83
50.062,3262.41,6344.83
50.162,3262.41,6216.22
50.262,3297.49,6216.22
50.362,3297.49,6216.22
50.462,3345.45,6216.22
50.562,3382.35,6216.22
50.662,3382.35,6216.22
50.762,3382.35,6216.22
50.862,3538.46,6216.22
50.962,3538.46,6216.22
51.062,3498.1,6216.22
51.162,3498.1,6216.22
51.262,3498.1,6344.83
51.362,3498.1,6344.83
51.462,3498.1,6666.67
51.562,3498.1,6666.67
51.662,3420.07,6666.67
51.762,3382.35,6666.67
51.862,3345.45,6666.67
51.962,3345.45,6666.67
52.062,3297.49,6666.67
52.162,3297.49,6666.67
52.262,3297.49,6666.67
52.362,3297.49,6666.67
52.462,3297.49,6666.67
52.562,3297.49,6666.67
52.662,3345.45,6666.67
52.762,3345.45,6666.67
52.862,3345.45,6666.67
52.962,3345.45,6666.67
53.062,3382.35,6666.67
53.162,3382.35,6666.67
53.262,3458.65,6666.67
53.362,3458.65,6666.67
53.462,3458.65,6814.81
53.562,3498.1,6814.81
53.662,3498.1,6814.81
53.762,3498.1,6814.81
53.862,3498.1,6814.81
53.962,3498.1,6814.81
54.062,3498.1,6814.81
54.162,3498.1,6814.81
54.262,3498.1,6814.81
54.362,3498.1,6814.81
54.462,3458.65,6814.81
54.562,3458.65,6814.81
54.662,3458.65,6814.81
54.762,3458.65,6814.81
54.862,3458.65,6814.81
54.962,3458.65,6814.81
55.062,3382.35,6666.67
55.162,3382.35,6666.67
55.262,3382.35,6666.67
55.362,3345.45,6666.67
55.462,3345.45,6666.67
55.562,3345.45,6666.67
55.662,3345.45,6666.67
55.762,3345.45,6666.67
55.862,3382.35,6666.67
55.962,3382.35,6666.67
56.062,3420.07,6478.87
56.162,3458.65,6478.87
56.262,3498.1,6478.87
56.362,3498.1,6478.87
56.462,3538.46,6478.87
56.562,3579.77,6478.87
56.662,3622.05,6478.87
56.762,3622.05,6478.87
56.862,3622.05,6478.87
56.962,3622.05,6344.83
57.062,3622.05,6344.83
57.162,3622.05,6344.83
57.262,3622.05,6344.83
57.362,3622.05,6344.83
57.462,3724.7,6344.83
57.562,3724.7,6344.83
57.662,3724.7,6344.83
57.762,3724.7,6344.83
57.862,3724.7,6344.83
57.962,3724.7,6344.83
58.062,3724.7,6344.83
58.162,3724.7,6344.83
58.262,3724.7,6344.83
58.362,3724.7,6344.83
58.462,3770.49,6478.87
58.562,3770.49,6478.87
58.662,3770.49,6478.87
58.762,3770.49,6478.87
58.862,3770.49,6478.87
58.962,3770.49,6478.87
59.062,3770.49,6478.87
59.162,3724.7,6478.87
59.262,3724.7,7131.78
59.362,3724.7,7131.78
59.462,3724.7,7131.78
59.562,3724.7,7131.78
59.662,3724.7,7131.78
59.762,3724.7,7131.78
59.862,3724.7,7131.78
59.962,3724.7,7131.78
60.062,3724.7,7131.78
60.162,3724.7,7131.78
60.262,3724.7,7131.78
60.362,3724.7,6969.7
60.462,3724.7,6969.7
60.562,3724.7,6969.7
60.662,3724.7,6814.81
60.762,3724.7,6814.81
60.862,3665.34,6814.81
60.962,3665.34,6814.81
61.062,3665.34,6814.81
61.162,3665.34,6814.81
61.262,3665.34,6814.81
61.362,3665.34,6814.81
61.462,3665.34,6814.81
61.562,3665.34,6814.81
61.662,3665.34,6814.81
61.762,3665.34,6814.81
61.862,3665.34,6814.81
61.962,3665.34,6814.81
62.062,3665.34,6814.81
62.162,3665.34,6814.81
62.262,3665.34,6814.81
62.362,3665.34,6814.81
62.462,3665.34,6814.81
62.562,3665.34,6814.81
62.662,3665.34,6814.81
62.762,3665.34,6814.81
62.862,3665.34,6814.81
62.962,3665.34,6814.81
63.062,3665.34,6969.7
63.162,3770.49,6969.7
63.262,3770.49,6969.7
63.362,3770.49,6969.7
63.462,3817.43,6814.81
63.562,3817.43,6814.81
63.662,3817.43,6814.81
63.762,3817.43,6814.81
63.862,3817.43,6814.81
63.962,3665.34,6814.81
64.062,3724.7,6814.81
64.162,3724.7,6814.81
64.262,3724.7,6814.81
64.362,3724.7,6814.81
64.462,3724.7,6814.81
64.562,3724.7,6814.81
64.662,3724.7,6814.81
64.762,3724.7,6814.81
64.862,3665.34,6814.81
64.962,3665.34,6666.67
65.062,3665.34,6666.67
65.162,3665.34,6666.67
65.262,3665.34,6666.67
65.362,3665.34,6666.67
65.462,3665.34,6666.67
65.562,3665.34,6666.67
65.662,3724.7,6666.67
65.762,3724.7,6666.67
65.862,3724.7,6666.67
65.962,3724.7,6666.67
66.062,3724.7,6666.67
66.162,3724.7,6666.67
66.262,3724.7,6666.67
66.362,3724.7,6478.87
66.462,3724.7,6478.87
66.562,3724.7,6478.87
66.662,3724.7,6344.83
66.762,3724.7,6344.83
66.862,3665.34,6344.83
66.962,3665.34,6344.83
67.062,3622.05,6344.83
67.162,3420.07,6344.83
67.262,3194.44,6344.83
67.362,3097.64,6092.72
67.462,2996.74,6092.72
67.562,2996.74,6092.72
67.662,2996.74,5974.03
67.762,2996.74,5974.03
67.862,2996.74,5974.03
67.962,3036.3,5974.03
68.062,3228.07,5974.03
68.162,3297.49,5974.03
68.262,3345.45,5974.03
68.362,3382.35,5974.03
68.462,3458.65,5974.03
68.562,3458.65,5974.03
68.662,3458.65,6344.83
68.762,3458.65,6478.87
68.862,3458.65,6666.67
68.962,3498.1,6814.81
69.062,3498.1,6969.7
69.162,3498.1,6969.7
69.262,3498.1,6969.7
69.362,3498.1,6969.7
69.462,3498.1,6969.7
69.562,3538.46,7131.78
69.662,3579.77,7131.78
69.762,3579.77,7131.78
69.862,3579.77,7131.78
69.962,3622.05,7131.78
70.062,3622.05,7131.78
70.162,3622.05,7131.78
70.262,3622.05,7131.78
70.362,3665.34,7131.78
70.462,3665.34,7131.78
70.562,3665.34,7131.78
70.662,3665.34,7301.59
70.762,3724.7,7301.59
70.862,3770.49,7301.59
70.962,3770.49,7301.59
71.062,3865.55,7301.59
71.162,3865.55,7301.59
71.262,3865.55,7301.59
71.362,3865.55,7301.59
71.462,3865.55,7301.59
71.562,3865.55,7301.59
71.662,3865.55,7301.59
71.762,3865.55,7301.59
71.862,3865.55,7301.59
71.962,3865.55,7301.59
72.062,3865.55,7301.59
72.162,3817.43,7301.59
72.262,3770.49,7301.59
72.362,3770.49,7131.78
72.462,3770.49,7131.78
72.562,3724.7,7131.78
72.662,3724.7,7131.78
72.762,3724.7,7131.78
72.862,3724.7,7131.78
72.962,3724.7,7131.78
73.062,3724.7,7131.78
73.162,3724.7,6969.7
73.262,3724.7,6969.7
73.362,3724.7,6969.7
73.462,3724.7,7131.78
73.562,3724.7,7301.59
73.662,3724.7,7301.59
73.762,3724.7,7301.59
73.862,3724.7,7301.59
73.962,3724.7,7301.59
74.062,3724.7,7301.59
74.162,3724.7,7301.59
74.262,3724.7,7301.59
74.362,3724.7,7301.59
74.462,3665.34,7131.78
74.562,3665.34,7131.78
74.662,3665.34,7131.78
74.762,3724.7,7131.78
74.862,3770.49,7131.78
74.962,3817.43,7131.78
75.062,3914.89,7131.78
75.162,3914.89,7131.78
75.262,3965.52,7131.78
75.362,3865.55,7131.78
75.462,-999,7131.78
75.562,-999,7131.78
75.662,-999,7131.78
75.762,-999,7131.78
75.862,-999,7131.78
75.962,-999,7301.59
76.062,-999,7301.59
76.162,-999,7301.59
76.262,-999,7301.59
76.362,-999,-999
76.462,-999,-999
76.562,-999,-999
76.662,-999,-999
76.762,-999,-999
76.862,-999,-999
76.962,-999,-999
