index,depth,mean_SN_ratio,Fracture_Type,azimuth,dip
549,46.4,0.24490690464522225,2,246.75,62.54
391,39.48,0.24489309079433189,2,247.05,61.98
620,49.76,0.24488895925006862,2,354.5,60.48
1020,71.81,0.24487902978684462,2,342.36,72.0
609,49.22,0.24477641076040768,2,249.31,53.89
409,40.35,0.24476917778303636,1,57.85,88.29
188,28.85,0.24462529135720282,1,59.65,81.08
731,53.64,0.24458770128298077,2,200.93,49.96
286,35.05,0.24457398047298914,2,249.34,54.61
626,49.89,0.2445639723442327,2,247.81,60.7
770,56.76,0.24436586935455953,2,234.4,66.72
846,63.73,0.244218542419468,2,348.35,64.24
356,38.14,0.24402980005198557,2,249.34,56.34
367,38.65,0.24396231929937437,2,249.27,56.86
559,46.89,0.2439429841221164,2,246.94,63.21
716,53.0,0.24390603510083023,2,235.35,67.71
424,41.03,0.24382990119397135,2,248.38,60.19
876,65.39,0.24376868068583765,2,246.99,63.3
258,33.75,0.24375424521236527,2,248.8,59.06
808,60.7,0.24372395241080047,2,247.34,62.69
577,48.1,0.2436998686646021,2,249.61,55.59
952,69.28,0.24363859215413555,2,243.97,67.44
946,69.07,0.24358883663884187,2,248.25,60.84
624,49.84,0.24342865205689654,2,246.66,64.21
943,69.02,0.24334339686259915,2,249.19,58.38
1047,74.48,0.24328254092630475,2,231.73,65.12
908,67.66,0.243146334225403,2,354.43,59.91
129,21.06,0.2430535887242103,2,249.03,59.38
359,38.31,0.24304818050806917,2,59.27,75.28
596,48.73,0.2430383738158807,2,248.92,59.74
42,11.58,0.24303316557549318,1,232.66,88.8
293,35.5,0.24301339519904652,no data,249.43,58.04
557,46.81,0.2429856090086955,2,239.72,70.11
975,70.07,0.24283464212801661,2,243.52,68.55
723,53.2,0.24279361766975097,2,189.96,51.78
787,58.92,0.24273826237843568,2,349.45,62.77
53,13.56,0.24266673760109567,2,222.42,57.71
608,49.2,0.242598244788591,2,249.5,58.49
110,20.03,0.24241536454031426,2,244.45,68.04
423,40.95,0.24238393558824123,2,356.29,58.8
495,43.69,0.24235137090306721,2,12.38,54.93
476,43.05,0.24231554306020844,2,245.82,66.5
282,34.81,0.2423068525762872,2,248.83,60.96
244,33.23,0.24225302697736392,2,250.45,52.19
61,15.07,0.24216629515596855,1,60.5,78.85
794,59.72,0.24211196867378254,2,349.71,62.34
991,70.64,0.2420339923139154,2,249.66,58.83
791,59.11,0.24189948046572193,1,20.4,79.52
996,70.88,0.2418502030919431,2,250.58,51.19
102,19.55,0.24180764578421082,2,250.64,52.48
541,45.93,0.2417634657465219,2,248.48,62.44
395,39.59,0.24174845668899184,no data,250.34,56.35
442,41.8,0.24174796239154167,2,236.15,87.33
307,36.21,0.24170690926899635,2,249.8,58.85
1030,72.55,0.24167532444914663,2,243.02,69.98
874,65.32,0.2415795368177445,2,1.38,56.75
579,48.26,0.2415776097705375,2,237.79,70.97
147,21.77,0.2415204441367138,2,250.49,56.02
127,20.95,0.24149177696863933,2,241.66,70.99
87,17.48,0.24146826159797044,1,232.81,30.65
466,42.84,0.24143422009262905,2,249.83,59.17
734,53.68,0.24141324717917922,2,206.14,51.22
331,37.35,0.2413820486427905,2,250.7,54.83
360,38.33,0.24133141888527967,2,249.9,46.33
911,67.73,0.24130757924013163,2,224.64,59.8
551,46.51,0.24125606399501776,2,246.65,66.28
595,48.69,0.24120237172651457,2,249.82,59.55
439,41.61,0.24117885339494408,2,353.34,59.8
126,20.93,0.24117434443086938,2,246.58,66.46
857,64.45,0.24103598180204455,2,358.07,57.67
1043,73.98,0.2410132296565907,2,343.24,68.05
879,65.54,0.2409085246940245,2,250.09,46.35
797,60.07,0.24088816639176985,2,246.87,66.28
266,34.19,0.24084628385691906,2,250.63,48.36
59,14.94,0.24077092220670135,2,248.57,42.65
1003,71.17,0.24066108250197213,1,220.06,56.78
702,52.69,0.24054199643222585,2,242.59,71.34
177,24.99,0.24046043455556604,2,341.07,71.06
281,34.79,0.24039344808548274,2,250.79,57.02
63,15.26,0.24027406955964867,3,250.61,58.1
174,24.43,0.2402508715222252,2,342.94,68.03
248,33.35,0.24020485123248977,2,197.09,51.1
615,49.5,0.2401851172729324,2,249.7,61.26
917,67.9,0.2401190039181964,2,248.92,63.24
995,70.84,0.2400618224862036,2,242.77,71.67
533,45.44,0.23999320396931692,2,23.01,54.02
894,66.5,0.23988409426233367,2,248.51,64.34
940,68.76,0.2397456322080575,2,250.03,60.88
553,46.6,0.2396582668872586,2,251.52,52.33
29,10.05,0.23960113746848,2,231.84,29.65
65,15.38,0.23958710601437785,3,251.47,50.63
480,43.21,0.2394649648884355,2,0.34,56.44
919,68.04,0.23941544373698445,2,251.16,57.19
936,68.63,0.23939083706019737,2,216.64,55.2
854,64.26,0.23933405532929763,2,249.12,63.62
407,40.13,0.23911265109088695,2,163.23,72.26
881,65.61,0.23907431930593762,2,220.03,57.22
695,52.62,0.23896600922292632,2,243.5,72.12
1033,72.72,0.23889632026385513,2,191.3,52.35
101,19.44,0.23867253962685506,2,195.26,51.64
699,52.66,0.23854258557730973,2,192.79,52.09
467,42.87,0.23849176359220386,2,250.69,60.51
425,41.03,0.238479014186957,2,9.08,54.26
1053,75.71,0.23844222265516743,2,165.16,30.15
327,37.05,0.2382398162874282,2,251.67,56.99
890,66.07,0.23822062292827773,2,252.05,51.12
366,38.6,0.23817328216021266,1,218.64,56.62
47,13.22,0.23810088948370284,2,346.73,63.08
180,25.34,0.23808230939300876,2,343.75,65.95
181,25.68,0.23799800023064702,2,342.28,67.7
792,59.35,0.23799757476535738,1,150.41,64.6
249,33.36,0.23796230868972154,2,252.11,54.47
68,15.59,0.2379333214480087,2,237.47,31.43
335,37.46,0.23784241465913022,2,252.15,54.55
617,49.56,0.23775932332574007,2,27.94,53.8
954,69.34,0.23770932290246208,2,248.89,65.69
302,35.83,0.23768386377419853,2,247.08,68.84
251,33.53,0.23764858853055731,2,252.3,53.28
859,64.59,0.23756153943884573,2,357.7,56.77
1014,71.55,0.23755694191022123,2,252.33,53.43
197,29.6,0.23744495183144765,2,205.91,52.08
270,34.42,0.23735547051608644,2,252.41,53.37
696,52.64,0.23697935616299662,2,244.27,73.31
929,68.33,0.2369681145309819,2,252.0,57.86
414,40.73,0.23683028272894968,2,251.39,45.08
692,52.53,0.23665816430875886,2,3.37,54.84
725,53.34,0.23664865915959665,2,251.1,61.58
308,36.25,0.2365910890914054,2,252.27,57.23
821,61.34,0.2365683445112715,1,236.93,77.09
449,42.29,0.2364543325329738,2,233.99,83.17
405,40.09,0.23640447143274568,2,252.71,50.48
458,42.53,0.23640126397772132,2,252.69,50.24
639,50.28,0.23637072049040855,2,252.28,57.62
818,61.19,0.23636030829861057,2,251.71,60.0
140,21.46,0.23627350242579678,2,251.64,60.36
937,68.63,0.23622662841881006,2,250.04,64.71
1001,71.06,0.2361313774302775,2,252.05,59.06
316,36.65,0.2361132350602385,2,226.62,63.41
924,68.13,0.2360723468542459,2,219.25,57.56
789,58.98,0.23592358469042007,2,227.78,64.66
370,38.76,0.23576571966361345,1,222.76,60.13
652,50.81,0.23575097723833646,2,250.86,63.24
590,48.62,0.23573441261772365,2,250.25,64.72
558,46.84,0.23570659618765794,2,245.53,72.93
427,41.11,0.23569753044309705,2,241.86,84.16
544,46.11,0.23569499521179696,2,247.28,70.3
1023,72.1,0.23567153444706998,2,250.75,63.6
852,64.22,0.2355521049530185,2,252.98,49.89
433,41.39,0.23553117321486702,2,252.13,59.65
57,14.82,0.23544975445461439,2,252.32,59.03
886,65.81,0.23533308070179718,2,242.66,86.72
1031,72.59,0.23525288288675517,2,252.73,57.49
569,47.56,0.23524966462942562,2,252.6,58.14
434,41.47,0.23516990617175804,2,242.18,79.58
1024,72.16,0.23504759666068517,2,247.78,70.06
1021,71.86,0.2350328519888203,2,252.76,57.76
446,42.22,0.23500861445601695,2,253.13,55.49
539,45.77,0.2349882309442866,2,248.03,69.69
933,68.45,0.2348425300714503,2,245.26,74.23
321,36.8,0.23458664145171437,2,251.54,62.69
713,52.95,0.23449542016340455,2,203.89,52.42
263,33.97,0.23444896349353828,2,252.6,59.43
345,37.81,0.23443192818153968,2,242.72,80.5
800,60.31,0.23439289224738408,2,252.58,59.59
769,56.65,0.23433873818560244,2,10.76,52.97
675,52.0,0.23423219820595959,2,219.17,58.0
72,15.73,0.23422685498259177,2,253.53,54.33
679,52.26,0.23415713379286934,2,16.33,52.5
240,33.14,0.23391097941579045,2,253.7,53.38
182,25.69,0.2338071678014579,2,233.76,80.22
563,47.12,0.23371053714381737,2,229.27,85.79
771,56.82,0.23366457723941653,1,341.28,66.82
653,50.88,0.2336538077070856,2,253.69,54.9
445,42.19,0.2336386915026245,2,248.8,38.12
872,65.25,0.23342599985557252,2,30.34,52.98
170,23.81,0.23328126249656045,2,336.44,76.17
536,45.68,0.23313386645528794,2,252.3,62.13
21,8.97,0.23311766183668275,2,243.65,84.28
236,32.86,0.2330712922201588,no data,253.75,56.17
374,38.89,0.23287589349024926,2,253.88,55.72
931,68.44,0.2328406487616341,2,252.91,60.51
116,20.41,0.23282906640524703,2,253.82,56.29
117,20.43,0.23256562311656362,2,16.8,52.09
288,35.22,0.2324567512682305,2,10.08,52.58
494,43.67,0.23230326171464302,2,249.88,68.63
352,38.04,0.23224422394061228,2,34.47,53.38
941,68.78,0.23185396453299478,2,253.28,60.48
344,37.76,0.2318278581643143,2,254.4,50.32
108,19.92,0.2316054027935422,2,252.3,63.77
922,68.09,0.23159826445164458,2,353.0,57.0
208,30.72,0.23156751951032573,2,250.84,67.29
746,54.21,0.2315506552660802,2,355.95,55.73
744,54.11,0.23154455720548656,2,354.7,56.23
14,8.41,0.2315419655446519,2,186.24,23.54
855,64.37,0.2312636734667047,2,250.3,68.69
354,38.11,0.2312613730871438,2,254.44,55.82
883,65.72,0.2312061907249232,2,253.09,61.91
260,33.8,0.23102186972839278,2,252.75,63.13
832,63.15,0.23101446537123702,2,350.35,58.19
951,69.27,0.23088184444986956,2,252.1,65.0
893,66.36,0.2308580871436797,2,254.66,55.14
368,38.69,0.23073407738209264,2,34.72,53.05
7,7.62,0.23072657845225028,2,252.63,63.77
741,54.01,0.2307214957931685,2,350.21,58.18
478,43.17,0.23071648601461298,2,201.37,52.98
1028,72.51,0.23066845325188867,2,250.18,69.45
1,7.32,0.23066488004404176,2,251.54,66.54
114,20.38,0.2306352516945124,2,253.83,60.06
823,61.44,0.23053622029432808,2,33.62,84.79
38,11.39,0.23047790499241927,2,175.39,24.84
707,52.82,0.23036618939655384,2,248.87,72.29
942,68.89,0.23036388171542477,2,254.53,57.29
71,15.73,0.23025516784475925,2,346.09,60.73
834,63.35,0.22982996513341558,2,226.86,25.29
289,35.28,0.22981257164980848,2,252.98,42.04
825,61.57,0.22975738422803163,2,231.91,76.08
939,68.74,0.2297496165663898,2,252.95,63.88
1016,71.59,0.22971400782990445,2,253.38,62.68
73,15.75,0.22961172722721712,2,348.72,58.72
625,49.87,0.22954729937559515,2,253.76,61.67
814,61.04,0.22923703187569489,2,224.68,63.93
309,36.27,0.2292272047478817,2,252.99,64.29
33,10.69,0.2292090431914161,no data,245.72,86.6
903,67.06,0.2291515011462094,2,254.71,58.52
809,60.76,0.2291377576182579,no data,252.1,66.61
481,43.25,0.22910405318632315,2,190.21,54.74
542,45.99,0.22904964836563224,2,255.34,49.73
682,52.35,0.2289400228255524,2,3.8,52.76
496,43.7,0.2286957392308239,2,253.23,64.16
376,38.91,0.22864815269562888,2,36.39,52.89
927,68.24,0.22860133464847648,2,255.43,55.19
955,69.37,0.22847351422723244,2,255.62,53.22
745,54.16,0.2283902471187295,2,355.87,54.91
884,65.72,0.22826631960114058,2,357.59,54.27
839,63.59,0.22825296852866794,2,252.14,67.3
566,47.4,0.22821897395511911,2,250.75,70.38
603,49.02,0.22817802429970122,2,255.2,57.72
78,15.96,0.22809631521914422,2,255.74,53.4
103,19.56,0.22779138484425857,2,255.65,55.65
487,43.43,0.22774340978302315,2,35.53,52.48
899,66.8,0.22771531925353783,2,251.66,68.85
377,38.98,0.22767102734855885,2,255.8,49.5
324,36.86,0.22733889277891117,2,196.16,53.82
330,37.31,0.22705484682624388,2,254.53,61.98
887,65.83,0.22697384584494681,2,251.97,68.79
740,53.97,0.22695723849349364,2,356.35,54.36
798,60.07,0.22679582551355468,2,216.87,58.4
468,42.91,0.22670915393007765,2,248.67,76.3
613,49.39,0.22669325368703175,2,250.58,72.05
62,15.14,0.22667808682287854,2,255.4,45.34
710,52.89,0.22666997718049395,2,253.53,65.29
1009,71.35,0.2266019348433222,2,252.57,67.73
828,62.27,0.2265196689705,2,149.75,35.39
717,53.04,0.22651426406971717,2,2.28,52.51
1029,72.53,0.22627785562912875,2,248.5,77.23
1022,72.01,0.2261710905533068,2,253.29,66.36
145,21.6,0.22607364493485754,2,189.45,21.96
318,36.73,0.2260389504703389,2,24.77,83.09
732,53.66,0.2257759883190079,2,249.62,75.0
369,38.73,0.22561182866708496,1,197.46,54.01
621,49.76,0.22560321461169325,2,219.66,60.56
843,63.69,0.22558029227441678,2,255.1,61.73
950,69.24,0.22554624692567574,2,250.45,73.34
243,33.19,0.225502566057056,2,256.59,53.67
712,52.93,0.2254916019526398,2,253.47,66.51
275,34.55,0.2254601823794917,2,251.82,70.4
662,51.31,0.22543528484626996,2,355.93,54.12
484,43.35,0.22520079205730872,2,248.4,78.93
402,39.93,0.22509814407028877,1,185.34,57.51
4,7.48,0.22502205167354408,2,254.12,65.24
1040,73.53,0.22496929020050516,2,350.2,56.51
920,68.07,0.22495131744618158,2,255.08,62.49
384,39.11,0.22483545637226743,2,44.87,54.51
52,13.47,0.22481862758233986,2,220.28,61.24
40,11.55,0.22480070790324982,1,229.45,73.53
780,58.39,0.22459074437825546,2,6.65,51.19
687,52.44,0.22452383372699677,2,192.7,54.95
2,7.38,0.2239492631062928,2,256.38,58.77
92,18.39,0.22386396866521122,2,248.04,83.49
935,68.62,0.22385401976926872,2,253.95,66.73
697,52.64,0.2235781181426059,2,192.51,55.17
312,36.44,0.22342680111074617,2,253.81,67.45
612,49.35,0.22337364113211922,2,249.88,76.8
69,15.67,0.22325836807667399,2,234.06,25.44
570,47.59,0.2232535710941115,2,255.15,64.0
648,50.67,0.22322948571022425,2,359.02,52.57
698,52.65,0.22298604787659168,2,2.28,51.67
256,33.65,0.22292431054756248,2,257.25,55.54
690,52.49,0.2229127920215261,2,257.1,56.65
1027,72.46,0.2229010027991706,2,228.3,72.0
1039,73.47,0.22278862829003013,2,68.1,89.54
1019,71.81,0.22271598857287692,2,336.25,68.77
773,57.05,0.22258990122496558,2,255.22,64.43
264,34.02,0.22253735380080017,2,142.56,57.46
518,44.57,0.22251178423058263,2,359.87,52.16
37,11.37,0.22239508361175248,1,224.38,65.93
525,45.0,0.22217152490394715,1,254.86,65.82
593,48.67,0.22199606483368453,2,252.87,70.88
561,46.99,0.221899018254188,2,221.7,63.25
234,32.76,0.22186916152691202,2,257.69,54.56
858,64.55,0.2218602659505379,2,351.5,55.02
1002,71.11,0.22180685043590423,2,254.27,67.67
988,70.54,0.2217764709764623,2,254.3,67.62
497,43.71,0.2217144075931095,2,256.6,60.82
337,37.54,0.2216852247477408,2,254.48,67.24
454,42.41,0.2216626025063674,2,256.24,62.17
976,70.08,0.2216405791443537,2,255.03,65.83
284,34.96,0.22158198213459052,2,256.54,61.2
660,51.25,0.2215395719289773,2,253.5,69.77
342,37.68,0.221410785666702,2,35.8,51.04
504,44.02,0.22102374209331604,2,251.85,74.09
1000,71.02,0.22095523830497815,2,257.07,44.01
1004,71.22,0.22083336906790246,2,214.52,58.37
581,48.3,0.22080569276348577,2,31.52,85.89
811,60.89,0.2205730593401806,2,1.38,51.32
90,17.91,0.2205131785577322,2,193.54,20.49
510,44.26,0.22040467569778302,2,257.68,57.84
928,68.26,0.22017280171348938,2,253.55,70.76
956,69.41,0.22014527726780908,2,255.62,65.53
990,70.59,0.2200228379116833,2,255.97,64.64
274,34.5,0.21991132121840107,2,255.34,66.5
948,69.17,0.21977210845761336,2,255.12,67.2
122,20.81,0.21970498985324383,2,211.8,20.65
708,52.82,0.21960829009939345,2,196.12,55.21
298,35.64,0.21941215513420728,2,257.2,61.25
807,60.67,0.21935799670320258,2,255.52,66.49
523,44.9,0.21933270546073566,2,0.23,51.32
907,67.65,0.21931444881703072,2,252.83,73.18
19,8.68,0.21930385136338307,2,254.89,68.18
502,43.93,0.21911502162194146,2,250.26,80.87
842,63.65,0.2190898058755498,2,349.53,55.25
567,47.42,0.21904741740176448,2,256.96,62.49
796,60.0,0.21881043416833312,2,225.69,69.15
733,53.67,0.21875583913908855,2,252.69,73.99
190,28.94,0.2186990662530488,2,40.07,51.43
124,20.91,0.21838858948722212,2,256.94,63.22
689,52.48,0.2182766204254467,2,195.95,55.46
125,20.92,0.21822745526469625,2,157.96,26.76
319,36.76,0.21808953711251605,2,255.36,67.97
753,54.76,0.21796575687113443,2,354.84,52.66
413,40.67,0.2178512698458286,2,257.36,62.37
5,7.54,0.21783966613641423,2,258.38,58.26
415,40.77,0.217686501723099,2,259.08,53.43
974,70.02,0.2175846099886714,2,259.18,51.89
963,69.57,0.21740559412020863,2,258.47,58.46
748,54.29,0.21717119112644032,2,343.91,58.17
848,63.87,0.21699426411156175,2,2.61,50.23
729,53.62,0.2169340055541122,2,258.33,59.74
703,52.7,0.21683375920190578,2,258.22,60.32
866,64.98,0.21665170951951704,2,258.66,58.63
118,20.49,0.2165429027258294,2,256.36,66.59
898,66.71,0.21642880559985667,2,259.19,55.99
448,42.27,0.21640175766587294,2,226.9,73.43
836,63.42,0.2163807960762602,2,259.41,48.13
837,63.52,0.21631585749575954,2,220.96,64.07
882,65.62,0.2162410476497969,2,343.91,57.89
962,69.53,0.21608165969338405,2,255.99,67.96
438,41.58,0.21604422778854765,2,255.16,70.11
322,36.84,0.21588293667856223,2,255.99,68.12
930,68.39,0.21548644785182164,2,259.58,55.16
801,60.34,0.21534056572651053,2,253.25,75.48
311,36.36,0.215151711262171,2,259.8,54.02
250,33.46,0.21501866843159964,2,30.62,48.78
592,48.66,0.2147715876490532,2,253.84,74.42
862,64.75,0.2147275283386292,2,260.03,52.53
934,68.51,0.21455420538888254,2,251.42,82.66
981,70.2,0.21453280495573018,2,251.14,84.47
1017,71.62,0.2142994787056711,2,251.45,82.94
983,70.33,0.21426325479232383,2,217.4,61.55
230,32.54,0.21402147886255152,2,256.85,67.33
556,46.75,0.21387160572254307,2,225.99,79.8
465,42.84,0.21372796477388548,2,196.74,56.12
606,49.1,0.21367489879559332,2,257.68,65.28
776,57.61,0.2134655174260067,1,258.36,63.37
691,52.53,0.21338183843905384,2,259.97,56.76
850,64.13,0.2133307563651037,2,205.7,56.57
545,46.13,0.21306250285445313,2,256.08,70.1
12,8.07,0.21302269556408454,2,259.75,58.5
160,22.95,0.21300834429373056,2,260.4,54.38
688,52.44,0.21293718699095712,2,260.55,48.84
726,53.43,0.21282364656328223,2,259.63,59.32
39,11.54,0.21274994298461453,1,216.89,61.51
926,68.18,0.21264153424753043,2,260.7,50.99
971,69.94,0.21254135097399005,2,260.73,51.01
83,17.19,0.21252752369809422,2,162.99,23.27
663,51.33,0.21237844954231908,2,257.35,67.29
949,69.2,0.21235848143343114,2,257.91,65.73
685,52.4,0.2120587132013904,2,253.4,78.03
711,52.92,0.21196436068829702,2,210.41,58.17
638,50.25,0.21194049899108086,2,260.36,56.92
704,52.72,0.21192324360848178,2,260.51,56.01
51,13.46,0.2117981041092794,2,256.57,69.81
543,46.06,0.21168241457056677,2,260.6,55.87
611,49.33,0.211255758788116,2,254.95,74.38
6,7.59,0.21121378253864567,2,259.44,61.89
338,37.58,0.2110965411210677,2,34.22,48.48
394,39.56,0.21104224987397316,2,260.75,56.1
706,52.76,0.21083890738202804,2,255.36,73.64
958,69.44,0.21082116212839458,2,256.78,70.01
964,69.59,0.21064203386500202,2,260.74,44.78
984,70.33,0.21054391547733073,2,261.33,50.58
408,40.3,0.21048396280100085,2,253.01,81.1
36,11.23,0.21039487742555954,2,222.48,67.55
94,18.47,0.21027523654577285,2,255.78,72.99
320,36.78,0.21021310481513764,2,257.94,67.39
977,70.14,0.2097124776199791,2,260.45,59.6
185,26.49,0.20970160847318994,2,23.6,85.68
23,9.1,0.20965180995967073,2,147.18,30.34
99,19.11,0.20955269880346175,2,201.41,56.64
357,38.23,0.20945100657594556,2,255.49,74.38
953,69.31,0.20920977715529374,2,258.72,65.99
490,43.5,0.20889124323837555,2,261.01,58.08
538,45.73,0.20884279459771152,2,255.47,74.91
198,29.64,0.20870533864337645,2,19.1,85.61
519,44.61,0.2086584990600028,2,253.09,83.24
737,53.84,0.20860855499095282,2,346.82,53.95
346,37.83,0.20858271616018512,2,29.85,47.35
506,44.04,0.20815658680890103,2,254.39,78.62
597,48.8,0.20800912998181434,2,259.61,64.32
649,50.73,0.20782517203201256,2,19.49,46.64
738,53.87,0.20781660055784545,2,260.79,60.38
1052,75.58,0.20759293923602257,2,224.86,78.1
443,41.99,0.20753775300747743,2,257.14,71.53
215,31.36,0.20733518583024693,2,159.02,23.2
512,44.35,0.20732312932457608,2,21.02,46.55
677,52.08,0.20704856332089883,2,257.67,70.51
912,67.76,0.20702203695322272,2,197.04,57.15
475,43.02,0.2067123652701894,2,196.5,57.26
313,36.54,0.2066329016876426,2,258.66,68.18
156,22.8,0.20660629772245803,2,260.07,38.58
802,60.37,0.20621633158514413,2,356.89,49.31
895,66.54,0.20616193839407093,2,256.3,74.76
657,51.05,0.2060979729740139,2,347.71,52.85
500,43.83,0.2060384659375757,2,262.51,53.32
386,39.2,0.2057548354129176,2,40.8,48.75
578,48.22,0.2055587372226354,2,262.72,52.38
310,36.32,0.20533674945011227,2,256.87,73.86
50,13.31,0.2049915645106461,2,257.98,71.2
923,68.12,0.2049585070367991,2,259.28,67.74
600,48.92,0.20477575584497495,2,254.47,81.87
686,52.4,0.20452897314124613,2,197.81,57.46
847,63.86,0.20443546435853138,2,352.66,50.31
715,52.98,0.2043059178656865,2,17.51,45.97
642,50.37,0.2037873314284306,2,259.06,69.21
403,39.98,0.20356541538240844,2,330.39,69.59
452,42.37,0.203547898565715,2,263.36,51.08
479,43.19,0.20352945062484382,2,22.25,45.83
462,42.78,0.20340017784019176,2,35.76,47.16
336,37.53,0.20330220852022043,2,25.21,45.91
88,17.58,0.20327462682814054,2,252.13,27.78
786,58.88,0.20302144457674695,2,263.33,46.09
193,29.06,0.20301554371639596,2,262.23,59.84
735,53.69,0.20258805701517274,2,344.58,53.68
1055,76.14,0.20241326548301156,2,255.36,80.88
799,60.17,0.20180259523470104,2,262.32,60.77
10,8.02,0.201767981324476,2,169.84,19.01
599,48.9,0.20128657875522102,2,29.69,45.88
782,58.53,0.20119142776233653,2,343.38,54.05
13,8.17,0.20103207891450117,2,223.04,72.63
470,42.97,0.20082065245788042,2,255.22,83.31
192,29.06,0.20079227569495625,2,50.3,50.91
944,69.03,0.20074945896698074,2,6.79,46.12
601,48.97,0.20048155186364877,2,5.47,46.26
483,43.29,0.20040029057054132,2,74.05,86.82
632,50.11,0.20021620114682714,2,262.62,61.22
119,20.56,0.19985695203086368,2,254.54,89.73
100,19.32,0.19980741158785778,2,262.38,62.46
227,32.22,0.1996731943505445,2,264.46,47.76
44,11.71,0.19963203490835246,2,138.05,36.37
618,49.64,0.1995388243773239,2,264.46,51.66
325,36.99,0.19922378591283044,2,255.37,84.7
788,58.93,0.19921018520339356,2,12.91,87.97
429,41.28,0.1990707429243283,2,1.6,46.67
469,42.91,0.19877135667024118,2,23.59,44.96
565,47.24,0.19866758762932069,2,256.5,80.34
332,37.4,0.19860762537479545,2,261.34,66.68
276,34.59,0.19824593400235496,2,260.12,70.31
464,42.84,0.1981970869388392,2,262.33,64.01
938,68.68,0.19815821726192154,2,34.55,45.91
736,53.7,0.19812630667287842,2,260.76,68.66
493,43.56,0.19796633923384488,2,39.0,46.71
351,38.04,0.19771576770745333,2,264.46,55.87
973,69.99,0.19760634526005968,2,1.54,46.39
48,13.25,0.1966644546949072,2,262.08,65.98
587,48.49,0.19663649759007923,2,259.74,72.43
722,53.2,0.19618229432771597,2,260.27,71.33
793,59.69,0.19611789880249347,2,205.35,59.18
60,15.06,0.19592615299547608,1,73.37,76.25
435,41.5,0.19590641955802515,2,264.95,55.81
111,20.12,0.1953955688350023,2,256.56,83.5
210,30.79,0.19538491939958455,2,264.81,41.27
588,48.51,0.19531834578220322,2,260.16,72.21
681,52.33,0.1951244150568936,2,210.6,61.08
328,37.15,0.19502721921778945,2,257.09,81.61
3,7.42,0.19495190190111425,2,261.96,67.58
684,52.39,0.19472831518411352,2,199.16,58.82
134,21.24,0.1947034995288866,2,262.73,65.53
378,39.0,0.19468438958279424,2,41.6,46.66
16,8.43,0.19463181796950652,2,259.25,75.13
348,37.93,0.19410753607470158,2,262.63,66.27
89,17.83,0.19397631396326237,2,198.85,15.07
623,49.8,0.19378887335314224,2,259.03,76.34
84,17.27,0.19279372969327221,2,223.23,16.15
139,21.45,0.19271677319891561,2,28.81,44.16
398,39.74,0.19259004220048687,2,266.47,49.98
820,61.24,0.19255122515186984,2,218.57,83.81
372,38.84,0.19231308520350096,2,213.54,63.19
80,16.43,0.1921181210470436,2,256.75,86.9
562,47.12,0.19210006877077648,2,257.8,81.66
680,52.31,0.19190806498426247,2,206.2,60.0
18,8.51,0.19152709200264048,2,45.79,47.2
900,66.84,0.19138942397887942,2,261.89,70.22
665,51.42,0.19131435331614827,2,261.89,70.27
326,37.04,0.1912758324581488,2,258.16,81.06
431,41.33,0.19104644490633618,2,266.65,52.94
