Depth,Temperature,FCond,  Depth ft
25.536,24.5732,806.75,83.7803
25.586,24.554,808.623,83.9444
25.636,24.5578,808.959,84.1084
25.686,24.554,808.693,84.2725
25.736,24.5349,809.526,84.4365
25.786,24.554,807.597,84.6006
25.836,24.5732,810.095,84.7646
25.886,24.554,809.758,84.9286
25.936,24.554,810.095,85.0927
25.986,24.5732,807.826,85.2567
26.036,24.5732,810.327,85.4208
26.086,24.5923,810.327,85.5848
26.136,24.5732,809.99,85.7488
26.186,24.5732,808.056,85.9129
26.236,24.5732,810.612,86.0769
26.286,24.5923,810.612,86.241
26.336,24.554,810.56,86.405
26.386,24.5923,808.675,86.5691
26.436,24.5923,810.845,86.7331
26.486,24.6306,810.56,86.8971
26.536,24.6115,810.456,87.0612
26.586,24.6306,807.951,87.2252
26.636,24.6498,810.456,87.3893
26.686,24.6306,809.835,87.5533
26.736,24.6306,810.456,87.7173
26.786,24.6306,807.898,87.8814
26.836,24.6498,810.456,88.0454
26.886,24.6306,810.12,88.2095
26.936,24.6306,810.456,88.3735
26.986,24.6306,810.114,88.5376
27.036,24.6306,808.182,88.7016
27.086,24.6306,811.027,88.8656
27.136,24.6306,811.027,89.0297
27.186,24.6498,810.385,89.1937
27.236,24.667,810.976,89.3578
27.286,24.6498,809.746,89.5218
27.336,24.6881,808.413,89.6859
27.386,24.7073,810.018,89.8499
27.436,24.6881,809.682,90.0139
27.486,24.6689,810.018,90.178
27.536,24.6881,808.078,90.342
27.586,24.6881,810.018,90.5061
27.636,24.6689,810.303,90.6701
27.686,24.6498,810.639,90.8342
27.736,24.6498,808.13,90.9982
27.786,24.6689,811.261,91.1622
27.836,24.667,810.354,91.3263
27.886,24.6498,810.017,91.4903
27.936,24.667,811.261,91.6544
27.986,24.6306,810.288,91.8184
28.036,24.6689,809.033,91.9824
28.086,24.6689,811.21,92.1465
28.136,24.6498,811.21,92.3105
28.186,24.6498,811.547,92.4746
28.236,24.6689,808.981,92.6386
28.286,24.6498,811.21,92.8027
28.336,24.667,812.12,92.9667
28.386,24.6689,810.83,93.1307
28.436,24.6689,811.21,93.2948
28.486,24.6689,808.646,93.4588
28.536,24.6689,811.21,93.6229
28.586,24.6689,811.21,93.7869
28.636,24.667,811.496,93.9509
28.686,24.6498,810.559,94.115
28.736,24.6881,808.981,94.279
28.786,24.6689,810.874,94.4431
28.836,24.6881,811.21,94.6071
28.886,24.6881,810.874,94.7711
28.936,24.6881,808.027,94.9352
28.986,24.7264,811.16,95.0992
29.036,24.7216,811.059,95.2633
29.086,24.7264,810.957,95.4273
29.136,24.7264,811.632,95.5914
29.186,24.7264,809.062,95.7554
29.236,24.7456,811.919,95.9194
29.286,24.758,811.582,96.0835
29.336,24.7456,810.591,96.2475
29.386,24.7456,811.582,96.4116
29.436,24.758,808.726,96.5756
29.486,24.7456,810.591,96.7397
29.536,24.7839,811.296,96.9037
29.586,24.7647,810.911,97.0677
29.636,24.7762,810.96,97.2318
29.686,24.752,810.272,97.3958
29.736,24.7839,809.311,97.5599
29.786,24.7839,810.911,97.7239
29.836,24.7762,811.197,97.888
29.886,24.7839,811.36,98.052
29.936,24.803,809.481,98.216
29.986,24.7839,812.009,98.3801
30.036,24.8126,812.345,98.5441
30.086,24.7944,810.995,98.7082
30.136,24.8126,811.313,98.8722
30.186,24.803,810.995,99.0362
30.236,24.803,811.435,99.2003
30.286,24.8308,809.146,99.3643
30.336,24.803,810.948,99.5284
30.386,24.8308,812.009,99.6924
30.436,24.8222,810.948,99.8565
