Depth,Temperature,FCond
54.48,26.3833,599.403
54.53,26.4008,598.437
54.58,26.3833,599.403
54.63,26.3833,598.568
54.68,26.3833,599.755
54.73,26.3966,598.437
54.78,26.4008,598.665
54.83,26.3783,599.403
54.88,26.3966,598.894
54.93,26.3833,598.527
54.98,26.3966,599.887
55.03,26.4008,598.527
55.08,26.3833,599.535
55.13,26.4008,598.437
55.18,26.3833,599.403
55.23,26.4008,598.568
55.28,26.3833,599.535
55.33,26.3783,598.568
55.38,26.4008,599.032
55.43,26.3833,599.668
55.48,26.415,598.568
55.53,26.3966,599.956
55.58,26.3783,598.803
55.63,26.4008,598.894
55.68,26.3966,599.668
55.73,26.4008,598.941
55.78,26.4008,598.481
55.83,26.4008,599.8
55.88,26.4008,598.349
55.93,26.3966,599.8
55.98,26.4184,598.941
56.03,26.3966,599.58
56.08,26.4046,598.941
56.13,26.415,599.195
56.18,26.3966,598.711
56.23,26.3966,598.941
56.28,26.4184,598.941
56.33,26.415,599.448
56.38,26.4008,598.711
56.43,26.4008,599.932
56.48,26.4184,598.481
56.53,26.415,599.58
56.58,26.4008,598.711
56.63,26.4008,598.481
56.68,26.4008,599.8
56.73,26.4334,598.481
56.78,26.4008,599.864
56.83,26.4184,598.481
56.88,26.3966,600.374
56.93,26.3966,1085.33
56.98,26.4184,3849.93
57.03,26.4334,5745.65
57.08,26.4535,6962.97
57.13,26.4885,7984.02
57.18,26.5236,9040.15
57.23,26.5587,9155.42
57.28,26.5804,9775.12
57.33,26.5938,9699.13
57.38,26.6464,9698.09
57.43,26.664,10046.9
57.48,26.6815,9718.73
57.53,26.6907,10077
57.58,26.7091,9824.21
57.63,26.7458,9783.24
57.68,26.7166,10201.1
57.73,26.7458,9673.39
57.78,26.7517,9812.98
57.83,26.7341,10062.4
57.88,26.7692,9704.6
57.93,26.7517,10096.3
57.98,26.7642,9701.07
58.03,26.7692,10237.7
58.08,26.7868,9732.49
58.13,26.7868,10092.6
58.18,26.8043,9764.14
58.23,26.7868,10089
58.28,26.8193,9764.14
58.33,26.8043,9835.47
58.38,26.8218,10126.8
58.43,26.8218,9757.05
58.48,26.8241,10123.2
58.53,26.8241,10031
58.58,26.8218,9653.37
58.63,26.8394,10123.2
58.68,26.8409,9753.51
58.73,26.8409,9992.02
58.78,26.8409,10027.6
58.83,26.8218,10027.6
58.88,26.8577,9757.05
58.93,26.8409,10059.9
58.98,26.8394,10027.6
59.03,26.8745,9753.51
59.08,26.8394,10112.1
59.13,26.8569,9788.91
59.18,26.8409,10115.8
59.23,26.8577,9716.53
59.28,26.8745,10024.1
59.33,26.8409,10112.1
59.38,26.8745,9716.53
59.43,26.8577,10020.6
59.48,26.8745,10024.1
59.53,26.8569,10056.4
59.58,26.8745,9785.36
59.63,26.8745,10056.4
59.68,26.8745,9781.81
59.73,26.8745,10188.6
59.78,26.8745,9781.81
59.83,26.8745,10188.6
59.88,26.8912,9781.81
59.93,26.9095,10088.9
59.98,26.8745,10181.2
60.03,26.908,9743.37
60.08,26.9095,10085.4
60.13,26.8912,10181.2
60.18,26.9271,9773.79
60.23,26.9248,10216.2
60.28,26.908,10081.9
