     Depth,PVelocity,SVelocity
26.765,6858.97,3676.47
26.865,7021,3623.19
26.965,7021,3623.19
27.065,7249.32,3676.47
27.165,7249.32,3623.19
27.265,7249.32,3676.47
27.365,7249.32,3571.43
27.465,7249.32,3676.47
27.565,7249.32,3623.19
27.665,7249.32,3676.47
27.765,7249.32,3623.19
27.865,7249.32,3623.19
27.965,7249.32,3623.19
28.065,7021,3571.43
28.165,7021,3623.19
28.265,6704.26,3623.19
28.365,6704.26,3571.43
28.465,6414.87,3571.43
28.565,6279.34,3521.13
28.665,6279.34,3472.22
28.765,6279.34,3424.66
28.865,6279.34,3378.38
28.965,6279.34,3289.47
29.065,6279.34,3246.75
29.165,6279.34,3289.47
29.265,6279.34,3289.47
29.365,6279.34,3333.33
29.465,6279.34,3378.38
29.565,6279.34,3424.66
29.665,6279.34,3424.66
29.765,6279.34,3472.22
29.865,7021,3472.22
29.965,7021,3521.13
30.065,7249.32,3521.13
30.165,7430.56,3571.43
30.265,7430.56,3521.13
30.365,7821.64,3521.13
30.465,7821.64,3521.13
30.565,7821.64,3521.13
30.665,7821.64,3571.43
30.765,7821.64,3623.19
30.865,7821.64,3623.19
30.965,7821.64,3623.19
31.065,7821.64,3623.19
31.165,7821.64,3571.43
31.265,7821.64,3623.19
31.365,7821.64,3623.19
31.465,7621.08,3676.47
31.565,7621.08,3731.34
31.665,7621.08,3731.34
31.765,7621.08,3731.34
31.865,7621.08,3731.34
31.965,7621.08,3731.34
32.065,7621.08,3731.34
32.165,7621.08,3731.34
32.265,7621.08,3731.34
32.365,7621.08,3731.34
32.465,7621.08,3731.34
32.565,7621.08,3731.34
32.665,7621.08,3676.47
32.765,7430.56,3676.47
32.865,7249.32,3676.47
32.965,7249.32,3731.34
33.065,7430.56,3731.34
33.165,7249.32,3731.34
33.265,7249.32,3731.34
33.365,7021,3676.47
33.465,7021,3676.47
33.565,6858.97,3623.19
33.665,6704.26,3623.19
33.765,6704.26,3623.19
33.865,6704.26,3676.47
33.965,6704.26,3676.47
34.065,6704.26,3676.47
34.165,6704.26,3676.47
34.265,6704.26,3676.47
