     Depth,Temperature,FCond 25'C
         m,      deg C,     uS/cm
     48.30,     25.163,   571.838
     48.35,      25.17,   572.011
     48.40,    25.1539,   571.748
     48.45,     25.163,   571.838
     48.50,      25.17,   572.123
     48.55,    25.1539,   571.748
     48.60,      25.17,   571.945
     48.65,    25.1539,   571.748
     48.70,      25.17,   571.945
     48.75,    25.1609,   571.748
     48.80,    25.1539,   571.695
     48.85,    25.1764,   571.838
     48.90,    25.1539,   571.403
     48.95,      25.17,   571.945
     49.00,      25.17,   571.748
     49.05,      25.17,   571.855
     49.10,    25.1797,   571.963
     49.15,      25.17,   571.917
     49.20,      25.17,   571.855
     49.25,      25.17,   571.963
     49.30,      25.17,   571.963
     49.35,     25.186,   571.963
     49.40,      25.17,   571.658
     49.45,      25.17,   571.855
     49.50,      25.17,   571.855
     49.55,     25.186,   571.855
     49.60,      25.17,   571.658
     49.65,     25.186,   571.855
     49.70,      25.17,   571.766
     49.75,    25.1797,   571.855
     49.80,     25.186,   572.029
     49.85,    25.1797,   571.658
     49.90,     25.186,   572.142
     49.95,      25.17,   571.658
     50.00,     25.186,   571.855
     50.05,      25.17,   571.658
     50.10,     25.186,   571.641
     50.15,     25.186,   571.551
     50.20,     25.186,   571.444
     50.25,     25.186,   571.337
     50.30,     25.186,    571.23
     50.35,    25.1764,   571.122
     50.40,     25.186,   571.095
     50.45,    25.1965,    571.23
     50.50,     25.186,   571.376
     50.55,    25.1797,    571.23
     50.60,     25.186,   570.465
     50.65,     25.186,    571.23
     50.70,     25.186,   571.122
     50.75,    25.1965,    571.23
     50.80,    25.2021,   571.153
     50.85,     25.186,   570.712
     50.90,     25.186,   570.908
     50.95,    25.2021,   570.908
     51.00,    25.2021,   570.498
     51.05,    25.2021,   570.605
     51.10,     25.186,   570.605
     51.15,    25.2133,   570.695
     51.20,    25.2021,   570.612
     51.25,    25.2133,   570.498
     51.30,    25.2021,   570.724
     51.35,    25.1965,   570.605
     51.40,    25.2021,   570.148
     51.45,    25.2021,   570.819
     51.50,    25.2182,   570.819
     51.55,    25.2021,   570.622
     51.60,    25.2182,   570.819
     51.65,    25.2021,   570.622
     51.70,    25.2182,   570.819
     51.75,    25.2227,   570.515
     51.80,    25.2182,   571.248
     51.85,    25.2182,   570.729
     51.90,    25.1965,   570.622
     51.95,    25.2182,   570.148
     52.00,    25.2301,   570.729
     52.05,    25.2182,   570.742
     52.10,    25.2182,   570.729
     52.15,    25.2343,   570.729
     52.20,    25.2182,   570.426
     52.25,    25.2182,   570.729
     52.30,    25.2343,   570.622
     52.35,    25.2182,   570.426
     52.40,    25.2343,   570.622
     52.45,    25.2343,   570.426
     52.50,    25.2343,   570.319
     52.55,    25.2343,   570.426
     52.60,    25.2301,   570.319
     52.65,    25.2469,   570.854
     52.70,    25.2343,   570.649
     52.75,    25.2504,   570.533
     52.80,    25.2343,   570.551
     52.85,    25.2343,    570.64
     52.90,    25.2301,   570.747
     52.95,    25.2504,   570.073
     53.00,    25.2469,   570.551
     53.05,    25.2504,   570.761
     53.10,    25.2343,   570.551
     53.15,    25.2504,    570.64
     53.20,    25.2504,   570.444
     53.25,    25.2504,   570.551
     53.30,    25.2469,   570.658
     53.35,    25.2664,   570.873
     53.40,    25.2469,   570.354
     53.45,    25.2504,   570.984
     53.50,    25.2664,   570.551
     53.55,    25.2469,   570.354
     53.60,    25.2504,   569.757
     53.65,    25.2504,   570.551
     53.70,    25.2664,   570.551
     53.75,    25.2664,   570.248
     53.80,    25.2504,   570.248
     53.85,    25.2664,   570.444
     53.90,    25.2636,   570.354
     53.95,    25.2664,   570.556
     54.00,    25.2804,   570.354
     54.05,    25.2636,   570.351
     54.10,    25.2636,   570.668
     54.15,    25.2664,   569.441
     54.20,    25.2804,   570.354
     54.25,    25.2664,   570.351
     54.30,    25.2804,   570.248
     54.35,    25.2664,   570.463
     54.40,    25.2664,   570.461
     54.45,    25.2825,   570.248
     54.50,    25.2804,   570.052
     54.55,    25.2664,   570.351
     54.60,    25.2825,   570.248
     54.65,    25.2825,   570.052
     54.70,    25.2825,   569.945
     54.75,    25.2636,   570.052
     54.80,    25.2825,   569.441
     54.85,    25.2804,   569.945
     54.90,    25.2825,   570.128
     54.95,    25.2825,   569.945
     55.00,    25.2804,   569.838
     55.05,    25.2986,   570.128
     55.10,    25.2825,   569.535
     55.15,    25.2825,   569.838
     55.20,    25.2972,   569.624
     55.25,    25.2825,   569.812
     55.30,    25.2804,   569.624
     55.35,    25.2986,   568.904
     55.40,    25.2986,   569.535
     55.45,     25.314,   569.535
     55.50,     25.314,   569.719
     55.55,     25.314,   569.831
     55.60,    25.3153,   569.831
     55.65,    25.3147,   569.298
     55.70,    25.3153,    569.66
     55.75,    25.3308,   569.605
     55.80,    25.3308,   570.094
     55.85,    25.3174,   569.792
     55.90,    25.3308,   569.866
     55.95,    25.3308,   570.109
     56.00,    25.3308,   570.029
     56.05,    25.3445,   570.121
     56.10,    25.3308,   569.953
     56.15,    25.3308,   570.121
     56.20,    25.3445,   570.305
     56.25,    25.3308,    570.32
     56.30,    25.3445,   570.235
     56.35,    25.3441,    570.32
     56.40,    25.3441,   571.049
     56.45,    25.3445,   570.162
     56.50,    25.3441,   570.412
     56.55,    25.3574,    570.25
     56.60,    25.3445,   570.177
     56.65,    25.3707,   570.504
     56.70,    25.3574,   570.903
     56.75,    25.3707,   570.177
     56.80,    25.3574,   570.192
     56.85,     25.384,   570.177
     56.90,    25.3574,   570.652
     56.95,    25.3707,   570.177
     57.00,    25.3822,   569.926
     57.05,    25.3565,   570.401
     57.10,    25.3707,   569.943
     57.15,    25.3822,   570.104
     57.20,    25.3565,   570.487
     57.25,    25.3822,   570.028
     57.30,    25.3707,   570.487
     57.35,    25.3822,   570.104
     57.40,    25.3822,   570.487
     57.45,    25.3822,   569.801
     57.50,     25.384,   570.487
     57.55,    25.3707,   569.765
     57.60,     25.384,   569.838
     57.65,    25.3973,   569.588
     57.70,    25.3694,   570.223
     57.75,    25.3951,   569.444
     57.80,    25.3822,   569.816
     57.85,    25.3822,   569.117
     57.90,     25.384,   569.887
     57.95,    25.3822,   569.234
     58.00,    25.3951,   568.946
     58.05,    25.3822,   569.559
     58.10,    25.3822,   568.861
     58.15,     25.384,    569.63
     58.20,    25.3951,    568.88
     58.25,     25.384,   569.046
     58.30,     25.384,   568.527
     58.35,     25.384,   568.439
     58.40,    25.3951,   568.175
     58.45,    25.3822,   568.619
     58.50,    25.3822,   567.838
     58.55,    25.3822,   568.434
     58.60,    25.3973,   567.498
     58.65,    25.3694,   568.278
     58.70,    25.3822,   567.654
     58.75,    25.3694,   568.264
     58.80,    25.3822,   567.654
     58.85,    25.3707,   568.349
     58.90,    25.3707,   567.896
     58.95,     25.384,   567.984
     59.00,    25.3822,   567.823
     59.05,    25.3694,   568.519
     59.10,    25.3694,   567.909
     59.15,    25.3565,   568.761
     59.20,    25.3822,    568.32
     59.25,    25.3565,   568.605
     59.30,    25.3694,   568.235
     59.35,    25.3574,   569.102
     59.40,    25.3714,    568.85
     59.45,    25.3511,   569.145
     59.50,    25.3604,   568.718
     59.55,    25.3409,    568.98
     59.60,     25.362,   568.774
     59.65,    25.3409,   569.433
     59.70,    25.3583,   568.774
     59.75,    25.3391,   568.931
     59.80,    25.3375,    568.69
     59.85,    25.3425,   569.047
     59.90,    25.3308,   569.003
     59.95,    25.3189,   569.187
     60.00,    25.3192,    569.32
     60.05,    25.3074,    569.18
     60.10,    25.3132,   569.377
     60.15,    25.3055,   569.259
     60.20,    25.3103,   569.274
