Depth,Temperature,FCond,  Depth ft
36.897,24.8826,667.303,121.052
36.947,24.8646,664.757,121.216
36.997,24.8826,664.371,121.38
37.047,24.8826,667.303,121.544
37.097,24.8646,664.757,121.708
37.147,24.9106,664.632,121.872
37.197,24.8826,666.901,122.036
37.247,24.8546,664.757,122.2
37.297,24.8826,665.158,122.364
37.347,24.9106,665.039,122.528
37.397,24.8826,667.185,122.692
37.447,24.8826,664.757,122.857
37.497,24.8906,665.039,123.021
37.547,24.8826,666.621,123.185
37.597,24.8826,665.039,123.349
37.647,24.8826,665.039,123.513
37.697,24.8906,665.039,123.677
37.747,24.8826,666.621,123.841
37.797,24.8826,665.039,124.005
37.847,24.9106,665.039,124.169
37.897,24.8906,667.185,124.333
37.947,24.8826,664.26,124.497
37.997,24.9106,665.039,124.661
38.047,24.9106,667.469,124.825
38.097,24.9106,664.638,124.989
38.147,24.9106,664.638,125.153
38.197,24.9106,664.92,125.317
38.247,24.9166,667.469,125.481
38.297,24.9386,664.411,125.645
38.347,24.9386,664.801,125.809
38.397,24.9386,667.351,125.973
38.447,24.9166,664.801,126.137
38.497,24.9386,664.672,126.301
38.547,24.9386,667.635,126.465
38.597,24.9386,665.083,126.629
38.647,24.9686,664.801,126.794
38.697,24.9386,666.291,126.958
38.747,24.9386,665.083,127.122
38.797,24.9666,665.083,127.286
38.847,24.9666,664.682,127.45
38.897,24.9386,667.233,127.614
38.947,24.9386,665.083,127.778
38.997,24.9686,664.801,127.942
39.047,24.9386,666.555,128.106
39.097,24.9686,665.083,128.27
39.147,24.9666,663.929,128.434
39.197,24.9426,667.233,128.598
39.247,24.9386,664.562,128.762
39.297,24.9946,665.083,128.926
39.347,24.9386,666.831,129.09
39.397,24.9666,665.083,129.254
39.447,24.9686,664.682,129.418
39.497,24.9643,666.291,129.582
39.547,24.9686,665.564,129.746
39.597,24.9666,663.929,129.91
39.647,24.9946,664.965,130.074
39.697,24.9666,666.831,130.238
39.747,24.9426,664.682,130.402
39.797,24.9946,664.824,130.566
39.847,24.9686,667.116,130.731
39.897,24.9946,664.452,130.895
39.947,24.9946,666.182,131.059
39.997,24.9686,664.847,131.223
40.047,24.9946,664.452,131.387
40.097,24.9686,666.446,131.551
40.147,24.9946,664.452,131.715
40.197,24.9666,666.709,131.879
40.247,25.0206,665.248,132.043
40.297,24.9666,666.337,132.207
40.347,24.9946,665.248,132.371
40.397,24.9946,664.343,132.535
40.447,24.9946,666.709,132.699
40.497,24.9946,664.343,132.863
40.547,24.9946,666.973,133.027
40.597,24.9946,664.847,133.191
