     Depth,PVelocity,SVelocity
26.74,8069.38,3724.33
26.84,8069.38,3724.33
26.94,8069.38,3791.64
27.04,8069.38,3791.64
27.14,8069.38,3791.64
27.24,8069.38,3791.64
27.34,8069.38,3791.64
27.44,8069.38,3791.64
27.54,8392.16,3791.64
27.64,8392.16,3791.64
27.74,8392.16,3791.64
27.84,8392.16,3791.64
27.94,8392.16,3791.64
28.04,8392.16,3724.33
28.14,8392.16,3724.33
28.24,8392.16,3724.33
28.34,8392.16,3596.64
28.44,8392.16,3596.64
28.54,8392.16,3596.64
28.64,8392.16,3596.64
28.74,8392.16,3596.64
28.84,8392.16,3596.64
28.94,8392.16,3596.64
29.04,8392.16,3596.64
29.14,8392.16,3659.37
29.24,8069.38,3659.37
29.34,8069.38,3659.37
29.44,8392.16,3659.37
29.54,8069.38,3724.33
29.64,8069.38,3724.33
29.74,8069.38,3724.33
29.84,7675.75,3724.33
29.94,7675.75,3724.33
30.04,7404.84,3724.33
30.14,7404.84,3724.33
30.24,7675.75,3724.33
30.34,7404.84,3724.33
30.44,7404.84,3724.33
30.54,7404.84,3724.33
30.64,7404.84,3724.33
30.74,7404.84,3659.37
30.84,7404.84,3659.37
30.94,7404.84,3596.64
31.04,7404.84,3596.64
31.14,7404.84,3596.64
31.24,7404.84,3477.41
31.34,6916.61,3477.41
31.44,6916.61,3477.41
31.54,6916.61,3477.41
31.64,6916.61,3477.41
31.74,6916.61,3477.41
31.84,6916.61,3477.41
31.94,6916.61,3477.41
32.04,6916.61,3477.41
32.14,6916.61,3477.41
32.24,6916.61,3477.41
32.34,6916.61,3477.41
32.44,6916.61,3477.41
32.54,6916.61,3536.02
32.64,7152.41,3536.02
32.74,7152.41,3536.02
32.84,7152.41,3536.02
32.94,7152.41,3536.02
33.04,7152.41,3536.02
33.14,7152.41,3536.02
33.24,7152.41,3536.02
33.34,7152.41,3536.02
33.44,7152.41,3536.02
33.54,7152.41,3536.02
33.64,7152.41,3536.02
33.74,7152.41,3536.02
33.84,7152.41,3536.02
33.94,7152.41,3536.02
34.04,7152.41,3536.02
34.14,7152.41,3536.02
34.24,7152.41,3536.02
34.34,7152.41,3536.02
34.44,7152.41,3536.02
34.54,7152.41,3477.41
34.64,7152.41,3477.41
34.74,7152.41,3420.72
34.84,7152.41,3420.72
34.94,7152.41,3420.72
35.04,7152.41,3420.72
35.14,7152.41,3420.72
35.24,7152.41,3420.72
35.34,7152.41,3420.72
35.44,7152.41,3420.72
35.54,7152.41,3420.72
35.64,7152.41,3420.72
35.74,7152.41,3420.72
35.84,7152.41,3420.72
35.94,7152.41,3420.72
36.04,7152.41,3420.72
36.14,7152.41,3420.72
36.24,7152.41,3420.72
36.34,7152.41,3477.41
36.44,6695.87,3477.41
36.54,6695.87,3477.41
36.64,6695.87,3477.41
36.74,6695.87,3420.72
36.84,6695.87,3420.72
36.94,6695.87,3295.35
37.04,6695.87,3100.55
37.14,6695.87,3055.4
37.24,6695.87,3011.54
37.34,6695.87,3011.54
37.44,6695.87,3011.54
37.54,6695.87,3147.06
37.64,6695.87,3295.35
37.74,6695.87,3295.35
37.84,6695.87,3347.93
37.94,6916.61,3420.72
38.04,6916.61,3420.72
38.14,6916.61,3420.72
38.24,6916.61,3420.72
38.34,6916.61,3420.72
38.44,6916.61,3420.72
38.54,6916.61,3420.72
38.64,6916.61,3420.72
38.74,6916.61,3420.72
38.84,6916.61,3420.72
38.94,6916.61,3420.72
39.04,7152.41,3420.72
39.14,7152.41,3477.41
39.24,7152.41,3477.41
39.34,7404.84,3477.41
39.44,7404.84,3477.41
39.54,7404.84,3477.41
39.64,7404.84,3477.41
39.74,7675.75,3477.41
39.84,7675.75,3477.41
39.94,7675.75,3477.41
40.04,7675.75,3477.41
40.14,7675.75,3477.41
40.24,7675.75,3477.41
40.34,7675.75,3477.41
40.44,7675.75,3477.41
40.54,7675.75,3477.41
40.64,7675.75,3477.41
40.74,7675.75,3477.41
40.84,7675.75,3477.41
40.94,7675.75,3536.02
41.04,7675.75,3536.02
41.14,7675.75,3536.02
41.24,7675.75,3536.02
41.34,7675.75,3536.02
41.44,7675.75,3536.02
41.54,7675.75,3536.02
41.64,7675.75,3536.02
41.74,7675.75,3536.02
41.84,7675.75,3536.02
41.94,7675.75,3536.02
42.04,7675.75,3536.02
42.14,7675.75,3536.02
42.24,7404.84,3536.02
42.34,7404.84,3536.02
42.44,7404.84,3477.41
42.54,7404.84,3477.41
42.64,7404.84,3477.41
42.74,7152.41,3477.41
42.84,6695.87,3477.41
42.94,6695.87,3477.41
43.04,6695.87,3477.41
43.14,6695.87,3477.41
43.24,6488.78,3477.41
43.34,6488.78,3477.41
43.44,6488.78,3477.41
43.54,6488.78,3477.41
43.64,6488.78,3477.41
43.74,6695.87,3477.41
43.84,6695.87,3477.41
43.94,6695.87,3477.41
44.04,6695.87,3477.41
44.14,6695.87,3477.41
44.24,6695.87,3477.41
44.34,6695.87,3420.72
44.44,6695.87,3420.72
44.54,6488.78,3420.72
44.64,6488.78,3420.72
44.74,6294.12,3420.72
44.84,6294.12,3420.72
44.94,6294.12,3477.41
45.04,6294.12,3477.41
45.14,6294.12,3596.64
45.24,6294.12,3659.37
45.34,6294.12,3724.33
45.44,6294.12,3791.64
45.54,6294.12,3791.64
45.64,6294.12,3791.64
45.74,6294.12,3791.64
45.84,6294.12,3791.64
45.94,6294.12,3791.64
46.04,6488.78,3791.64
46.14,6695.87,3791.64
46.24,6695.87,3861.42
46.34,6695.87,3791.64
46.44,6695.87,3659.37
46.54,6695.87,3596.64
46.64,6695.87,3596.64
46.74,6695.87,3477.41
46.84,6695.87,3477.41
46.94,6695.87,3477.41
47.04,6695.87,3477.41
47.14,6695.87,3477.41
47.24,6695.87,3477.41
47.34,6695.87,3477.41
47.44,6695.87,3477.41
47.54,6695.87,3477.41
47.64,6695.87,3477.41
47.74,6695.87,3477.41
47.84,6695.87,3477.41
47.94,6695.87,3477.41
48.04,6695.87,3477.41
48.14,6695.87,3477.41
48.24,6695.87,3477.41
48.34,6695.87,3477.41
48.44,6695.87,3477.41
48.54,6695.87,3477.41
48.64,6695.87,3477.41
48.74,6695.87,3477.41
48.84,6695.87,3477.41
48.94,6695.87,3477.41
49.04,6695.87,3477.41
49.14,6695.87,3477.41
49.24,6695.87,3477.41
49.34,6294.12,3420.72
49.44,6294.12,3420.72
49.54,6110.79,3420.72
49.64,6110.79,3420.72
49.74,6110.79,3420.72
49.84,6110.79,3420.72
49.94,6110.79,3347.93
