Depth,Temperature,FCond,AML Gyro Tilt
39.785,24.2667,842.079,-999
39.835,24.2407,843.998,-999
39.885,24.2424,845.34,-999
39.935,24.2667,840.962,-999
39.985,24.2424,845.277,-999
40.035,24.2407,844.446,-999
40.085,24.2667,842.014,-999
40.135,24.2407,843.998,-999
40.185,24.2667,842.014,-999
40.235,24.2667,843.998,-999
40.285,24.2424,845.277,-999
40.335,24.2424,840.962,-999
40.385,24.2667,844.446,-999
40.435,24.2667,845.695,-999
40.485,24.2667,840.516,-999
40.535,24.2667,843.998,-999
40.585,24.2667,845.695,-999
40.635,24.2667,841.536,-999
40.685,24.2667,844.387,-999
40.735,24.2667,841.536,-999
40.785,24.2927,844.776,-999
40.835,24.2667,844.797,-999
40.885,24.2667,840.901,-999
40.935,24.2909,845.695,-999
40.985,24.2424,843.94,-999
41.035,24.2927,841.347,-999
41.085,24.2909,845.215,-999
41.135,24.2667,844.329,-999
41.185,24.2927,841.287,-999
41.235,24.2909,845.215,-999
41.285,24.2667,844.718,-999
41.335,24.2909,841.95,-999
41.385,24.2927,844.329,-999
41.435,24.2909,841.472,-999
41.485,24.2927,844.329,-999
41.535,24.2667,845.633,-999
41.585,24.3187,841.287,-999
41.635,24.2909,845.153,-999
41.685,24.2667,844.329,-999
41.735,24.3152,842.364,-999
41.785,24.2909,844.66,-999
41.835,24.2667,844.718,-999
41.885,24.3187,842.06,-999
41.935,24.3152,845.571,-999
41.985,24.2667,844.27,-999
42.035,24.3152,842.779,-999
42.085,24.2927,844.27,-999
42.135,24.3152,841.886,-999
42.185,24.3187,844.66,-999
42.235,24.2909,845.153,-999
42.285,24.2909,841.614,-999
42.335,24.3187,844.718,-999
42.385,24.2909,845.153,-999
42.435,24.3187,841.228,-999
42.485,24.3152,845.571,-999
42.535,24.2909,844.27,-999
42.585,24.3152,841.228,-999
42.635,24.3447,845.05,-999
42.685,24.2909,845.091,-999
42.735,24.3187,841.614,-999
42.785,24.3152,845.989,-999
42.835,24.3187,844.27,-999
42.885,24.3122,841.823,-999
42.935,24.3187,843.864,-999
42.985,24.3152,845.571,-999
43.035,24.3187,841.168,-999
43.085,24.3152,845.571,-999
43.135,24.3152,844.66,-999
43.185,24.3447,841.168,-999
43.235,24.3152,845.091,-999
43.285,24.3152,845.05,-999
43.335,24.3395,840.782,-999
43.385,24.3187,844.213,-999
43.435,24.3152,845.571,-999
43.485,24.3447,841.168,-999
43.535,24.3395,845.091,-999
43.585,24.3187,844.213,-999
43.635,24.3152,841.408,-999
43.685,24.3395,844.66,-999
43.735,24.3187,844.213,-999
43.785,24.3395,841.823,-999
43.835,24.3395,844.213,-999
43.885,24.3187,844.213,-999
43.935,24.3395,841.823,-999
43.985,24.3395,844.213,-999
44.035,24.3152,844.213,-999
44.085,24.3447,841.168,-999
44.135,24.3395,845.091,-999
44.185,24.3447,844.213,-999
44.235,24.3395,841.345,-999
44.285,24.3187,844.213,-999
44.335,24.3395,841.823,-999
44.385,24.3637,844.213,-999
44.435,24.3187,843.766,-999
44.485,24.3395,841.408,-999
44.535,24.3395,844.602,-999
44.585,24.3447,844.213,-999
44.635,24.3395,841.345,-999
44.685,24.3395,844.213,-999
44.735,24.3637,844.602,-999
44.785,24.3447,843.766,-999
44.835,24.3395,841.345,-999
44.885,24.3447,844.213,-999
44.935,24.3637,841.345,-999
44.985,24.3707,844.155,-999
45.035,24.3395,844.612,-999
45.085,24.3395,840.723,-999
45.135,24.3707,844.213,-999
45.185,24.3395,845.03,-999
45.235,24.3707,840.337,-999
45.285,24.3637,844.612,-999
45.335,24.3395,843.766,-999
45.385,24.3707,840.723,-999
45.435,24.3637,845.03,-999
45.485,24.3395,843.766,-999
45.535,24.3637,841.109,-999
45.585,24.3707,843.766,-999
45.635,24.3637,844.612,-999
45.685,24.3447,840.278,-999
45.735,24.3707,845.51,-999
45.785,24.3395,840.868,-999
45.835,24.3637,844.213,-999
45.885,24.3447,844.155,-999
45.935,24.3637,841.345,-999
45.985,24.3637,844.155,-999
46.035,24.3447,844.155,-999
