Depth,Temperature,FCond,AML Gyro Tilt
46.085,24.3395,841.76,-999
46.135,24.3637,844.602,-999
46.185,24.3447,844.155,-999
46.235,24.3395,841.76,-999
46.285,24.3637,844.602,-999
46.335,24.3447,844.155,-999
46.385,24.3637,841.76,-999
46.435,24.3447,844.155,-999
46.485,24.3395,845.928,-999
46.535,24.3637,841.109,-999
46.585,24.3707,844.155,-999
46.635,24.3152,845.03,-999
46.685,24.3637,841.555,-999
46.735,24.3707,844.155,-999
46.785,24.3152,845.449,-999
46.835,24.3637,841.555,-999
46.885,24.3447,844.935,-999
46.935,24.3395,845.928,-999
46.985,24.3395,841.496,-999
47.035,24.3447,845.773,-999
47.085,24.3152,846.347,-999
47.135,24.3447,842.716,-999
47.185,24.3637,846.347,-999
47.235,24.3152,845.716,-999
47.285,24.3447,842.716,-999
47.335,24.3395,846.767,-999
47.385,24.3152,845.382,-999
47.435,24.3395,842.329,-999
47.485,24.3395,844.992,-999
47.535,24.3447,845.382,-999
47.585,24.3447,842.59,-999
47.635,24.3395,845.928,-999
47.685,24.3187,844.602,-999
47.735,24.3637,843.068,-999
47.785,24.3187,844.545,-999
47.835,24.3447,842.653,-999
47.885,24.3447,846.347,-999
47.935,24.3447,842.175,-999
47.985,24.3637,845.928,-999
48.035,24.3187,844.155,-999
48.085,24.3447,842.653,-999
48.135,24.3395,845.928,-999
48.185,24.3447,841.496,-999
48.235,24.3447,845.51,-999
48.285,24.3395,841.76,-999
48.335,24.3447,844.992,-999
48.385,24.3447,845.51,-999
48.435,24.3395,842.175,-999
48.485,24.3187,844.602,-999
48.535,24.3707,842.237,-999
48.585,24.3187,845.449,-999
48.635,24.3395,841.823,-999
48.685,24.3447,844.602,-999
48.735,24.3187,845.928,-999
48.785,24.3395,841.823,-999
48.835,24.3187,844.602,-999
48.885,24.3447,841.823,-999
48.935,24.3395,844.673,-999
48.985,24.3187,844.602,-999
49.035,24.3187,842.237,-999
49.085,24.3152,845.989,-999
49.135,24.3447,841.555,-999
49.185,24.3187,845.51,-999
49.235,24.3447,842.237,-999
49.285,24.3187,845.928,-999
49.335,24.3447,842.653,-999
49.385,24.3447,845.928,-999
49.435,24.3395,842.175,-999
49.485,24.3447,845.382,-999
49.535,24.3447,846.347,-999
49.585,24.3447,842.175,-999
49.635,24.3447,846.347,-999
49.685,24.3637,842.175,-999
49.735,24.3187,844.545,-999
49.785,24.3707,843.068,-999
49.835,24.3395,845.03,-999
49.885,24.3447,844.992,-999
49.935,24.3447,841.76,-999
49.985,24.3447,845.51,-999
50.035,24.3707,842.175,-999
50.085,24.3187,845.449,-999
50.135,24.3637,842.653,-999
50.185,24.3187,844.545,-999
50.235,24.3707,842.237,-999
50.285,24.3395,845.449,-999
50.335,24.3447,844.992,-999
50.385,24.3447,841.76,-999
50.435,24.3395,845.928,-999
50.485,24.3447,841.496,-999
50.535,24.3637,845.51,-999
50.585,24.3187,844.545,-999
50.635,24.3707,842.653,-999
50.685,24.3187,845.449,-999
50.735,24.3707,842.237,-999
50.785,24.3152,845.449,-999
50.835,24.3707,841.942,-999
50.885,24.3187,845.03,-999
50.935,24.3577,842.653,-999
50.985,24.3447,843.756,-999
51.035,24.3187,845.928,-999
51.085,24.3707,842.653,-999
51.135,24.3187,845.03,-999
51.185,24.3707,842.653,-999
51.235,24.3447,845.449,-999
51.285,24.3447,841.76,-999
51.335,24.3507,845.928,-999
51.385,24.3447,842.96,-999
51.435,24.3447,845.928,-999
51.485,24.3447,842.175,-999
51.535,24.3447,845.928,-999
51.585,24.3395,841.76,-999
51.635,24.3507,844.992,-999
51.685,24.3447,842.512,-999
51.735,24.3447,845.928,-999
51.785,24.3395,842.175,-999
51.835,24.3447,844.992,-999
51.885,24.3637,842.175,-999
51.935,24.3447,844.545,-999
51.985,24.3447,845.928,-999
52.035,24.3395,842.175,-999
52.085,24.3447,844.992,-999
52.135,24.3447,841.76,-999
52.185,24.3447,845.928,-999
52.235,24.3395,842.175,-999
52.285,24.3707,844.992,-999
52.335,24.3187,845.449,-999
52.385,24.3395,842.653,-999
52.435,24.3637,844.992,-999
52.485,24.3152,844.545,-999
52.535,24.3395,841.555,-999
52.585,24.3637,844.992,-999
52.635,24.3187,844.545,-999
52.685,24.3395,842.653,-999
52.735,24.3395,844.992,-999
52.785,24.3395,844.992,-999
52.835,24.3395,844.992,-999
52.885,24.3447,841.109,-999
52.935,24.3349,845.928,-999
52.985,24.3187,844.175,-999
53.035,24.3447,842.653,-999
53.085,24.3447,845.51,-999
53.135,24.3395,841.76,-999
53.185,24.3447,844.992,-999
53.235,24.3187,845.51,-999
53.285,24.3395,842.237,-999
53.335,24.3447,844.992,-999
53.385,24.3447,841.76,-999
53.435,24.3395,845.928,-999
53.485,24.3187,844.602,-999
53.535,24.3707,842.653,-999
53.585,24.3187,845.03,-999
53.635,24.3395,842.237,-999
53.685,24.3447,844.992,-999
53.735,24.3395,841.76,-999
53.785,24.3447,844.602,-999
53.835,24.3395,845.928,-999
53.885,24.3395,841.109,-999
53.935,24.3637,844.602,-999
53.985,24.3187,844.545,-999
54.035,24.3707,842.237,-999
54.085,24.3395,845.449,-999
54.135,24.3395,844.602,-999
54.185,24.3447,841.109,-999
54.235,24.3637,845.51,-999
54.285,24.3187,844.545,-999
54.335,24.3637,842.237,-999
54.385,24.3187,844.545,-999
54.435,24.3707,842.237,-999
54.485,24.3187,845.03,-999
54.535,24.3637,842.653,-999
54.585,24.3447,844.155,-999
54.635,24.3447,845.928,-999
54.685,24.3395,841.76,-999
54.735,24.3447,844.992,-999
54.785,24.3447,841.76,-999
54.835,24.3395,845.928,-999
54.885,24.3447,844.992,-999
54.935,24.3447,841.76,-999
54.985,24.3447,845.928,-999
55.035,24.3447,841.76,-999
55.085,24.3187,845.51,-999
55.135,24.3707,842.653,-999
55.185,24.3187,845.03,-999
55.235,24.3447,842.653,-999
55.285,24.3447,845.51,-999
55.335,24.3395,842.175,-999
55.385,24.3187,844.602,-999
55.435,24.3707,842.653,-999
55.485,24.3395,845.03,-999
55.535,24.3187,844.992,-999
55.585,24.3447,842.237,-999
55.635,24.3447,845.928,-999
55.685,24.3447,841.76,-999
55.735,24.3187,845.928,-999
55.785,24.3447,842.237,-999
55.835,24.3447,845.928,-999
55.885,24.3447,841.76,-999
55.935,24.3187,845.928,-999
55.985,24.3447,842.237,-999
56.035,24.3395,845.928,-999
56.085,24.3447,841.109,-999
56.135,24.3187,845.928,-999
56.185,24.3395,842.237,-999
56.235,24.3447,844.992,-999
56.285,24.3187,845.51,-999
56.335,24.3447,842.653,-999
56.385,24.3447,845.51,-999
56.435,24.3447,842.175,-999
56.485,24.3187,845.51,-999
56.535,24.3447,842.653,-999
56.585,24.3187,845.51,-999
56.635,24.3447,842.237,-999
56.685,24.3187,845.928,-999
56.735,24.3447,842.237,-999
56.785,24.3187,845.51,-999
56.835,24.3395,842.653,-999
56.885,24.3187,844.602,-999
56.935,24.3447,842.653,-999
56.985,24.3395,845.51,-999
57.035,24.3187,844.992,-999
57.085,24.3447,842.237,-999
57.135,24.3152,845.928,-999
57.185,24.3447,841.555,-999
57.235,24.3187,845.928,-999
57.285,24.3447,842.237,-999
57.335,24.3187,845.51,-999
57.385,24.3447,842.237,-999
57.435,24.2927,845.928,-999
57.485,24.3395,842.716,-999
57.535,24.3447,844.602,-999
57.585,24.3187,845.51,-999
57.635,24.3447,842.237,-999
57.685,24.3152,845.928,-999
57.735,24.3187,841.168,-999
57.785,24.3187,845.989,-999
57.835,24.3447,842.237,-999
57.885,24.3187,845.51,-999
57.935,24.3447,842.237,-999
57.985,24.3187,845.51,-999
58.035,24.3447,842.237,-999
58.085,24.3187,845.51,-999
58.135,24.3187,842.237,-999
58.185,24.3187,845.989,-999
58.235,24.3447,842.237,-999
58.285,24.3395,845.091,-999
58.335,24.3187,844.602,-999
58.385,24.3447,842.237,-999
58.435,24.2927,845.51,-999
58.485,24.3447,842.716,-999
58.535,24.3187,845.51,-999
58.585,24.3447,842.237,-999
58.635,24.3187,845.51,-999
58.685,24.3447,842.237,-999
58.735,24.3187,845.928,-999
58.785,24.3187,842.237,-999
58.835,24.3187,845.989,-999
58.885,24.3447,842.237,-999
58.935,24.3152,845.51,-999
58.985,24.3447,841.555,-999
59.035,24.3187,845.51,-999
59.085,24.3447,842.237,-999
59.135,24.3187,845.928,-999
59.185,24.3395,842.237,-999
59.235,24.3447,844.602,-999
59.285,24.3227,845.51,-999
59.335,24.3187,843.027,-999
59.385,24.3447,842.237,-999
59.435,24.3187,845.091,-999
59.485,24.3447,842.237,-999
59.535,24.3187,845.51,-999
59.585,24.3447,842.237,-999
59.635,24.3187,845.51,-999
59.685,24.3395,842.237,-999
59.735,24.3447,844.992,-999
59.785,24.3187,845.51,-999
59.835,24.3447,842.237,-999
59.885,24.3152,845.51,-999
59.935,24.3187,841.555,-999
59.985,24.3227,845.989,-999
60.035,24.3447,843.027,-999
60.085,24.3187,845.51,-999
60.135,24.3447,842.653,-999
60.185,24.3187,845.51,-999
60.235,24.3447,841.823,-999
60.285,24.3187,845.928,-999
60.335,24.3187,842.237,-999
60.385,24.3187,846.408,-999
60.435,24.3447,842.237,-999
60.485,24.3152,845.928,-999
60.535,24.3447,841.555,-999
60.585,24.3187,845.928,-999
60.635,24.3447,842.653,-999
60.685,24.3187,845.928,-999
60.735,24.3447,842.653,-999
60.785,24.3187,845.928,-999
60.835,24.3447,842.653,-999
60.885,24.3187,845.928,-999
60.935,24.3447,842.653,-999
60.985,24.3187,845.928,-999
61.035,24.3447,842.653,-999
61.085,24.3187,845.928,-999
61.135,24.3447,842.653,-999
61.185,24.3187,845.928,-999
61.235,24.3447,842.653,-999
61.285,24.3447,845.928,-999
61.335,24.3187,842.175,-999
61.385,24.3447,846.408,-999
61.435,24.3187,841.76,-999
61.485,24.3187,846.408,-999
61.535,24.3447,842.237,-999
61.585,24.3187,845.928,-999
61.635,24.3447,842.653,-999
61.685,24.3187,845.928,-999
61.735,24.3447,842.237,-999
61.785,24.3187,845.928,-999
61.835,24.3447,842.237,-999
61.885,24.3395,845.928,-999
61.935,24.3187,844.992,-999
61.985,24.3447,842.653,-999
62.035,24.3187,845.928,-999
62.085,24.3187,842.237,-999
62.135,24.3187,846.408,-999
62.185,24.3447,842.237,-999
62.235,24.3187,845.928,-999
62.285,24.3447,842.237,-999
62.335,24.3187,845.928,-999
62.385,24.3447,842.237,-999
62.435,24.3187,845.928,-999
62.485,24.3187,842.237,-999
62.535,24.3152,846.408,-999
62.585,24.3447,841.168,-999
62.635,24.3187,845.928,-999
62.685,24.3447,842.237,-999
62.735,24.3187,845.928,-999
62.785,24.3395,842.237,-999
62.835,24.3187,844.992,-999
62.885,24.3187,846.408,-999
62.935,24.3447,842.237,-999
62.985,24.3227,845.928,-999
63.035,24.3187,843.475,-999
63.085,24.3395,842.237,-999
63.135,24.3187,844.992,-999
63.185,24.3187,846.408,-999
63.235,24.3447,842.653,-999
63.285,24.3187,845.51,-999
63.335,24.3187,842.653,-999
63.385,24.3152,846.408,-999
63.435,24.3447,841.555,-999
63.485,24.3187,845.928,-999
63.535,24.3187,842.653,-999
63.585,24.3227,845.989,-999
63.635,24.3447,843.475,-999
63.685,24.3187,845.51,-999
63.735,24.3187,842.653,-999
63.785,24.3187,845.989,-999
63.835,24.3447,842.237,-999
63.885,24.2927,845.928,-999
63.935,24.3395,842.716,-999
63.985,24.3187,844.602,-999
64.035,24.3187,842.237,-999
64.085,24.3187,845.989,-999
64.135,24.3187,841.823,-999
64.185,24.3187,845.989,-999
64.235,24.3273,841.408,-999
64.285,24.3227,845.411,-999
64.335,24.3447,842.579,-999
64.385,24.3227,845.091,-999
64.435,24.2927,843.027,-999
64.485,24.3507,841.886,-999
64.535,24.3187,846.108,-999
64.585,24.3227,841.823,-999
64.635,24.3187,842.579,-999
64.685,24.3187,845.571,-999
64.735,24.3187,841.408,-999
64.785,24.3187,845.571,-999
64.835,24.3447,841.408,-999
64.885,24.2927,844.673,-999
64.935,24.3447,841.886,-999
64.985,24.3227,844.673,-999
65.035,24.3187,842.132,-999
65.085,24.3187,845.153,-999
65.135,24.3187,840.994,-999
65.185,24.3187,845.571,-999
65.235,24.3447,840.994,-999
65.285,24.2927,844.256,-999
65.335,24.3447,841.886,-999
65.385,24.3152,844.673,-999
65.435,24.3187,840.396,-999
65.485,24.3395,845.153,-999
65.535,24.3187,843.435,-999
65.585,24.3152,841.408,-999
65.635,24.3187,843.881,-999
65.685,24.3447,840.994,-999
65.735,24.2927,844.673,-999
65.785,24.3395,841.472,-999
65.835,24.3447,843.435,-999
65.885,24.2909,844.256,-999
65.935,24.3447,840.456,-999
65.985,24.3395,844.673,-999
66.035,24.2909,843.046,-999
66.085,24.3395,840.841,-999
66.135,24.3152,843.435,-999
66.185,24.3395,843.493,-999
66.235,24.3187,843.435,-999
66.285,24.3152,840.994,-999
66.335,24.3187,843.881,-999
66.385,24.3187,840.581,-999
66.435,24.3187,845.153,-999
66.485,24.3395,840.581,-999
66.535,24.3187,843.435,-999
66.585,24.3187,844.735,-999
66.635,24.3152,840.994,-999
66.685,24.3187,843.493,-999
66.735,24.3395,840.994,-999
66.785,24.3187,843.435,-999
66.835,24.3152,844.735,-999
66.885,24.3152,840.396,-999
66.935,24.3395,843.493,-999
66.985,24.3152,843.435,-999
67.035,24.3152,843.493,-999
67.085,24.3447,840.396,-999
67.135,24.3152,844.256,-999
67.185,24.3187,843.493,-999
67.235,24.3187,840.581,-999
67.285,24.3187,844.318,-999
67.335,24.3395,840.581,-999
67.385,24.3152,843.435,-999
67.435,24.3187,843.104,-999
67.485,24.3395,840.581,-999
67.535,24.3395,843.435,-999
67.585,24.3187,843.046,-999
67.635,24.3152,840.581,-999
67.685,24.3395,843.493,-999
67.735,24.3152,843.046,-999
67.785,24.3395,839.626,-999
67.835,24.3187,842.658,-999
67.885,24.3152,844.735,-999
67.935,24.3447,840.011,-999
67.985,24.3395,844.256,-999
68.035,24.3187,843.046,-999
68.085,24.3395,840.581,-999
68.135,24.3395,843.046,-999
68.185,24.3187,843.046,-999
68.235,24.3395,840.581,-999
68.285,24.3395,843.046,-999
68.335,24.3152,843.435,-999
68.385,24.3395,839.626,-999
68.435,24.3447,843.046,-999
68.485,24.3152,843.839,-999
68.535,24.3395,839.626,-999
68.585,24.3447,843.435,-999
68.635,24.3152,843.839,-999
68.685,24.3447,840.011,-999
68.735,24.3395,844.256,-999
68.785,24.3395,843.046,-999
68.835,24.3447,839.181,-999
68.885,24.3395,844.256,-999
68.935,24.3152,843.046,-999
68.985,24.3447,839.626,-999
69.035,24.3395,844.256,-999
69.085,24.3395,843.046,-999
69.135,24.3447,839.181,-999
69.185,24.3395,843.839,-999
69.235,24.3152,842.658,-999
69.285,24.3447,839.626,-999
69.335,24.3395,843.839,-999
69.385,24.3447,843.046,-999
69.435,24.3395,840.104,-999
69.485,24.3187,843.046,-999
69.535,24.3395,840.581,-999
69.585,24.3637,843.046,-999
69.635,24.3187,842.6,-999
69.685,24.3395,840.994,-999
69.735,24.3637,843.046,-999
69.785,24.3187,842.6,-999
69.835,24.3395,840.581,-999
69.885,24.3637,843.435,-999
69.935,24.3187,842.6,-999
69.985,24.3637,840.581,-999
70.035,24.3447,842.6,-999
70.085,24.3152,844.256,-999
70.135,24.3447,840.011,-999
70.185,24.3637,844.256,-999
70.235,24.3187,842.6,-999
70.285,24.3637,840.581,-999
70.335,24.3395,842.988,-999
70.385,24.3187,843.046,-999
70.435,24.3637,840.994,-999
70.485,24.3395,842.6,-999
70.535,24.3152,843.435,-999
70.585,24.3637,840.011,-999
70.635,24.3447,842.988,-999
70.685,24.3395,844.256,-999
70.735,24.3447,839.566,-999
70.785,24.3395,844.256,-999
70.835,24.3447,843.046,-999
70.885,24.3395,840.517,-999
70.935,24.3447,843.435,-999
70.985,24.3395,840.104,-999
71.035,24.3395,843.435,-999
71.085,24.3637,843.046,-999
71.135,24.3187,842.988,-999
71.185,24.3395,840.581,-999
71.235,24.3637,843.435,-999
71.285,24.3152,842.6,-999
71.335,24.3637,840.011,-999
71.385,24.3447,842.988,-999
71.435,24.3152,844.256,-999
71.485,24.3707,840.011,-999
71.535,24.3395,843.778,-999
71.585,24.3447,843.435,-999
71.635,24.3395,840.517,-999
71.685,24.3395,843.046,-999
71.735,24.3447,843.435,-999
71.785,24.3395,840.517,-999
71.835,24.3395,843.435,-999
71.885,24.3395,843.046,-999
71.935,24.3395,839.951,-999
71.985,24.3707,843.046,-999
72.035,24.3152,843.778,-999
72.085,24.3637,840.396,-999
72.135,24.3395,842.988,-999
72.185,24.3447,843.046,-999
72.235,24.3395,840.517,-999
72.285,24.3447,843.435,-999
72.335,24.3395,844.256,-999
72.385,24.3395,839.566,-999
72.435,24.3707,843.435,-999
72.485,24.3395,843.778,-999
72.535,24.3395,839.566,-999
72.585,24.3395,843.435,-999
72.635,24.3637,843.435,-999
72.685,24.3395,842.6,-999
72.735,24.3395,839.566,-999
72.785,24.3707,843.435,-999
72.835,24.3152,843.361,-999
72.885,24.3637,840.396,-999
72.935,24.3447,842.6,-999
72.985,24.3395,844.256,-999
73.035,24.3707,839.566,-999
73.085,24.3395,843.778,-999
73.135,24.3395,843.046,-999
73.185,24.3395,839.566,-999
73.235,24.3637,843.435,-999
73.285,24.3447,842.6,-999
73.335,24.3395,840.104,-999
73.385,24.3637,843.435,-999
73.435,24.3395,842.6,-999
73.485,24.3395,843.046,-999
73.535,24.3395,839.566,-999
73.585,24.3707,843.046,-999
73.635,24.3395,843.778,-999
73.685,24.3447,839.566,-999
73.735,24.3637,844.256,-999
73.785,24.3447,842.6,-999
73.835,24.3395,840.517,-999
73.885,24.3637,843.046,-999
73.935,24.3395,842.6,-999
73.985,24.3395,839.566,-999
74.035,24.3707,843.046,-999
74.085,24.3395,843.778,-999
74.135,24.3395,839.566,-999
74.185,24.3637,843.046,-999
74.235,24.3187,842.6,-999
74.285,24.3637,840.994,-999
74.335,24.3707,842.6,-999
74.385,24.3152,843.778,-999
74.435,24.3637,840.011,-999
74.485,24.3637,842.6,-999
74.535,24.3395,842.6,-999
74.585,24.3475,843.435,-999
74.635,24.336,840.51,-999
74.685,24.3659,841.781,-999
74.735,24.336,842.842,-999
74.785,24.3494,841.781,-999
74.835,24.3494,843.146,-999
74.885,24.336,841.033,-999
74.935,24.3494,841.504,-999
74.985,24.3533,843.411,-999
75.035,24.336,841.186,-999
75.085,24.3494,841.504,-999
75.135,24.336,843.146,-999
75.185,24.3659,842.057,-999
75.235,24.336,842.842,-999
75.285,24.3328,841.504,-999
75.335,24.3659,841.336,-999
75.385,24.3328,842.842,-999
75.435,24.3494,841.073,-999
75.485,24.3533,843.411,-999
75.535,24.3494,841.186,-999
75.585,24.3328,843.411,-999
75.635,24.336,841.073,-999
75.685,24.3707,841.781,-999
75.735,24.3328,843.361,-999
75.785,24.336,841.336,-999
75.835,24.3659,841.781,-999
75.885,24.3328,842.842,-999
75.935,24.3494,841.336,-999
75.985,24.3616,843.146,-999
76.035,24.3425,842.369,-999
76.085,24.3425,842.215,-999
76.135,24.3425,842.215,-999
