     Depth,Temperature,TN FCond 25'C,  Depth ft
         m,      deg C,        uS/cm,        ft
    67.575,    23.7987,      542.254,   221.701
    67.625,    23.8507,      541.037,   221.865
    67.675,    23.7987,      541.944,   222.029
    67.725,    23.8247,      541.037,   222.194
    67.775,    23.8247,      542.254,   222.358
    67.825,    23.8247,      540.896,   222.522
    67.875,    23.8247,      542.254,   222.686
    67.925,    23.8247,      540.727,    222.85
    67.975,    23.8056,      542.254,   223.014
    68.025,    23.8247,      540.695,   223.178
    68.075,    23.8247,      542.084,   223.342
    68.125,    23.8247,      540.896,   223.506
    68.175,    23.8247,      542.084,    223.67
    68.225,    23.8247,      540.896,   223.834
    68.275,    23.8247,      542.084,   223.998
    68.325,    23.8247,      540.727,   224.162
    68.375,    23.8247,      542.425,   224.326
    68.425,    23.8247,      540.727,    224.49
    68.475,    23.8299,      542.084,   224.654
    68.525,    23.7987,      541.829,   224.818
    68.575,    23.8507,      541.037,   224.982
    68.625,    23.7987,      541.944,   225.146
    68.675,    23.8507,      541.207,    225.31
    68.725,    23.7987,      541.944,   225.474
    68.775,    23.8299,      541.037,   225.638
    68.825,    23.8247,      541.829,   225.802
    68.875,    23.8247,      540.727,   225.966
    68.925,    23.8247,      542.254,   226.131
    68.975,    23.8247,      540.727,   226.295
    69.025,    23.8247,      542.425,   226.459
    69.075,    23.8247,      540.727,   226.623
    69.125,    23.8247,      542.254,   226.787
    69.175,    23.8507,      540.727,   226.951
    69.225,    23.7987,      541.944,   227.115
    69.275,    23.8507,      541.207,   227.279
    69.325,    23.7987,      541.773,   227.443
    69.375,    23.8542,      541.207,   227.607
    69.425,    23.8247,      541.381,   227.771
    69.475,    23.8247,      542.254,   227.935
    69.525,    23.8247,      540.727,   228.099
    69.575,    23.8247,      542.254,   228.263
    69.625,    23.8507,      540.727,   228.427
    69.675,    23.7987,      542.114,   228.591
    69.725,    23.8507,      541.037,   228.755
    69.775,    23.8247,      541.944,   228.919
    69.825,    23.8247,      540.727,   229.083
    69.875,    23.8247,      542.254,   229.247
    69.925,    23.8507,      540.727,   229.411
    69.975,    23.7987,      541.944,   229.575
    70.025,    23.8542,      541.037,   229.739
    70.075,    23.7987,       541.54,   229.903
    70.125,    23.8507,      540.868,   230.068
    70.175,    23.8247,      541.944,   230.232
    70.225,    23.8247,      540.727,   230.396
    70.275,    23.8247,      542.254,    230.56
    70.325,    23.8507,      540.727,   230.724
    70.375,    23.8247,      541.944,   230.888
    70.425,    23.8247,      540.558,   231.052
    70.475,    23.8247,      542.254,   231.216
    70.525,    23.8507,      540.727,    231.38
    70.575,    23.7987,      541.944,   231.544
    70.625,    23.8507,      540.868,   231.708
    70.675,    23.8247,      541.944,   231.872
    70.725,    23.8247,      540.727,   232.036
    70.775,    23.8247,      542.084,     232.2
    70.825,    23.8299,      540.558,   232.364
    70.875,    23.8507,      541.829,   232.528
    70.925,    23.8247,      541.773,   232.692
    70.975,    23.8247,      540.558,   232.856
    71.025,    23.8247,      542.254,    233.02
    71.075,    23.8507,      540.558,   233.184
    71.125,    23.7987,      541.773,   233.348
    71.175,    23.8507,      541.037,   233.512
    71.225,    23.8247,      541.773,   233.676
    71.275,    23.8247,      540.558,    233.84
    71.325,    23.8247,      542.254,   234.005
    71.375,    23.8507,      540.558,   234.169
    71.425,    23.7987,      541.773,   234.333
    71.475,    23.8507,      540.868,   234.497
    71.525,    23.8056,      541.773,   234.661
    71.575,    23.8507,      540.537,   234.825
    71.625,    23.7987,      541.773,   234.989
    71.675,    23.8507,      540.868,   235.153
    71.725,    23.7987,      541.773,   235.317
    71.775,    23.8507,      540.868,   235.481
    71.825,    23.8247,      541.773,   235.645
    71.875,    23.8247,      540.558,   235.809
    71.925,    23.8247,      541.914,   235.973
    71.975,    23.8247,      540.727,   236.137
    72.025,    23.8299,      541.914,   236.301
    72.075,    23.8247,      541.512,   236.465
    72.125,    23.8247,      540.558,   236.629
    72.175,    23.8247,      542.084,   236.793
    72.225,    23.8299,      540.389,   236.957
    72.275,    23.7987,      541.671,   237.121
    72.325,    23.8507,      540.868,   237.285
    72.375,    23.7987,      541.604,   237.449
    72.425,    23.8247,      540.868,   237.613
    72.475,    23.8247,      542.084,   237.778
    72.525,    23.8247,      540.389,   237.942
    72.575,    23.8247,      542.084,   238.106
    72.625,    23.8247,      540.389,    238.27
    72.675,    23.8247,      542.084,   238.434
    72.725,    23.8056,      540.389,   238.598
    72.775,    23.8507,      541.961,   238.762
    72.825,    23.7987,      541.604,   238.926
    72.875,    23.8507,      540.699,    239.09
    72.925,    23.8056,      541.773,   239.254
    72.975,    23.8247,       540.38,   239.418
    73.025,    23.7987,      541.914,   239.582
    73.075,    23.8507,      540.699,   239.746
    73.125,    23.7987,      541.773,    239.91
    73.175,    23.8247,      540.699,   240.074
    73.225,    23.8247,      542.084,   240.238
    73.275,    23.8247,      540.389,   240.402
    73.325,    23.7987,      541.914,   240.566
    73.375,    23.8247,      540.868,    240.73
    73.425,    23.8247,      541.914,   240.894
    73.475,    23.8056,      540.558,   241.058
    73.525,    23.8507,      541.802,   241.222
    73.575,    23.7987,      541.604,   241.386
    73.625,    23.8247,      540.699,    241.55
    73.675,    23.8056,      542.084,   241.715
    73.725,    23.8247,       540.38,   241.879
    73.775,    23.7987,      541.914,   242.043
    73.825,    23.8507,      540.868,   242.207
    73.875,    23.7987,      541.604,   242.371
    73.925,    23.8247,      540.868,   242.535
    73.975,    23.7987,      541.914,   242.699
    74.025,    23.8247,      540.699,   242.863
    74.075,    23.7987,      542.084,   243.027
    74.125,    23.8247,      540.699,   243.191
    74.175,    23.8299,      542.084,   243.355
    74.225,    23.7987,      541.512,   243.519
    74.275,    23.8247,      540.699,   243.683
    74.325,    23.8056,      541.914,   243.847
    74.375,    23.8247,       540.38,   244.011
    74.425,    23.7987,      542.084,   244.175
    74.475,    23.8247,      540.699,   244.339
    74.525,    23.7987,      541.914,   244.503
    74.575,    23.8247,      540.699,   244.667
    74.625,    23.7987,      542.084,   244.831
    74.675,    23.8247,      540.699,   244.995
    74.725,    23.7987,      542.084,   245.159
    74.775,    23.8247,      540.699,   245.323
    74.825,    23.7987,      542.084,   245.487
    74.875,    23.8299,      540.699,   245.652
    74.925,    23.7987,      541.512,   245.816
    74.975,    23.7987,      542.395,    245.98
    75.025,    23.8299,      540.868,   246.144
    75.075,    23.7987,      541.354,   246.308
    75.125,    23.8247,      540.868,   246.472
    75.175,    23.7987,      541.914,   246.636
    75.225,    23.7987,      540.868,     246.8
    75.275,    23.7987,      542.225,   246.964
    75.325,    23.8247,      540.868,   247.128
    75.375,    23.7987,      541.914,   247.292
    75.425,    23.8247,      540.868,   247.456
    75.475,    23.8056,      541.914,    247.62
    75.525,    23.7987,      541.961,   247.784
    75.575,    23.8247,      540.699,   247.948
    75.625,    23.7987,      542.084,   248.112
    75.675,    23.8056,      540.868,   248.276
    75.725,    23.7987,      541.802,    248.44
    75.775,    23.8247,      540.868,   248.604
    75.825,    23.7987,      542.084,   248.768
    75.875,    23.8056,      540.699,   248.932
    75.925,    23.8247,      541.961,   249.096
    75.975,    23.7727,      541.914,    249.26
    76.025,    23.8247,      541.179,   249.424
    76.075,    23.7814,      542.084,   249.589
    76.125,    23.8117,      540.669,   249.753
    76.175,    23.8117,      541.284,   249.917
    76.225,    23.8171,      541.433,   250.081
    76.275,    23.7814,      542.226,   250.245
    76.325,    23.8078,      541.301,   250.409
    76.375,    23.8083,       541.57,   250.573
    76.425,     23.797,      541.506,   250.737
