     Depth,Temperature,TN FCond 25'C,  Depth ft
         m,      deg C,        uS/cm,        ft
    34.375,    23.8507,      541.981,   112.778
    34.425,    23.7907,      542.454,   112.942
    34.475,    23.8187,      541.981,   113.106
    34.525,    23.8507,      541.646,    113.27
    34.575,    23.8187,      542.284,   113.434
    34.625,    23.8247,      541.829,   113.598
    34.675,    23.8187,      542.765,   113.762
    34.725,    23.8247,      541.646,   113.926
    34.775,    23.8467,      541.235,    114.09
    34.825,    23.8247,      542.961,   114.254
    34.875,    23.8507,      541.405,   114.418
    34.925,    23.8187,      542.454,   114.582
    34.975,    23.8247,      541.829,   114.746
    35.025,    23.8467,      541.235,    114.91
    35.075,    23.8247,      543.329,   115.074
    35.125,    23.8187,      540.727,   115.238
    35.175,    23.8467,      541.098,   115.402
    35.225,    23.8467,      542.961,   115.566
    35.275,    23.8247,      541.312,    115.73
    35.325,    23.8467,      541.575,   115.894
    35.375,    23.8247,      543.145,   116.058
    35.425,    23.8187,      541.405,   116.222
    35.475,    23.8507,      541.829,   116.386
    35.525,    23.8187,      542.795,    116.55
    35.575,    23.8507,      541.829,   116.715
    35.625,    23.8187,      542.625,   116.879
    35.675,    23.8247,      541.829,   117.043
    35.725,    23.8467,      541.405,   117.207
    35.775,    23.8187,      542.961,   117.371
    35.825,    23.8187,      541.646,   117.535
    35.875,    23.8187,      541.829,   117.699
    35.925,    23.8467,      541.829,   117.863
    35.975,    23.8247,      542.778,   118.027
    36.025,    23.8187,      541.066,   118.191
    36.075,    23.8467,      541.646,   118.355
    36.125,    23.7987,      542.594,   118.519
    36.175,    23.8187,      541.546,   118.683
    36.225,    23.8467,      541.281,   118.847
    36.275,    23.8247,      543.145,   119.011
    36.325,    23.8247,      541.405,   119.175
    36.375,    23.8247,      542.765,   119.339
    36.425,    23.8507,      541.405,   119.503
    36.475,    23.7987,      542.625,   119.667
    36.525,    23.8187,      541.716,   119.831
    36.575,    23.8507,      541.829,   119.995
    36.625,    23.8187,      542.454,   120.159
    36.675,    23.8187,      541.646,   120.323
    36.725,    23.8247,      541.646,   120.487
    36.775,    23.8187,      542.936,   120.652
    36.825,    23.8507,      541.829,   120.816
    36.875,    23.8187,      542.625,    120.98
    36.925,    23.7987,      541.829,   121.144
    36.975,    23.8467,      541.716,   121.308
    37.025,    23.8247,      543.145,   121.472
    37.075,    23.8247,      541.235,   121.636
    37.125,    23.8247,      542.765,     121.8
    37.175,    23.8187,      541.575,   121.964
    37.225,    23.8247,      541.829,   122.128
    37.275,    23.7987,      542.936,   122.292
    37.325,    23.8467,      541.546,   122.456
    37.375,    23.8247,      543.145,    122.62
    37.425,    23.8247,      541.405,   122.784
    37.475,    23.8187,      542.936,   122.948
    37.525,    23.7987,      541.829,   123.112
    37.575,    23.8467,      541.546,   123.276
    37.625,    23.7987,      542.778,    123.44
    37.675,    23.8187,      541.546,   123.604
    37.725,    23.8247,      542.012,   123.768
    37.775,    23.8299,      542.936,   123.932
    37.825,    23.7987,      542.624,   124.096
    37.875,    23.8187,      541.885,    124.26
    37.925,    23.8247,      541.829,   124.424
    37.975,    23.7987,      542.936,   124.589
    38.025,    23.8467,      541.885,   124.753
    38.075,    23.7987,      543.145,   124.917
    38.125,    23.8187,      541.885,   125.081
    38.175,    23.8247,      542.012,   125.245
    38.225,    23.7987,      542.936,   125.409
    38.275,    23.8507,      541.885,   125.573
    38.325,    23.7987,      542.625,   125.737
    38.375,    23.8247,      541.885,   125.901
    38.425,    23.7987,      542.936,   126.065
    38.475,    23.8247,      541.885,   126.229
    38.525,    23.7987,      542.936,   126.393
    38.575,    23.8247,      541.885,   126.557
    38.625,    23.8299,      542.936,   126.721
    38.675,    23.8187,      542.465,   126.885
    38.725,    23.7987,      541.829,   127.049
    38.775,    23.8247,      541.716,   127.213
    38.825,    23.7907,      542.936,   127.377
    38.875,    23.8247,      542.164,   127.541
    38.925,    23.8247,      542.936,   127.705
    38.975,    23.8247,      541.405,   127.869
    39.025,    23.7987,      542.936,   128.033
    39.075,    23.8247,      541.885,   128.197
    39.125,    23.7907,      543.107,   128.361
    39.175,    23.8247,      542.164,   128.526
    39.225,    23.8247,      541.575,    128.69
    39.275,    23.7987,      543.107,   128.854
    39.325,    23.8247,      541.716,   129.018
    39.375,    23.7987,      543.107,   129.182
    39.425,    23.8247,      541.716,   129.346
    39.475,    23.7987,      542.936,    129.51
    39.525,    23.8467,      541.716,   129.674
    39.575,    23.7987,      543.145,   129.838
    39.625,    23.8247,      541.716,   130.002
    39.675,    23.7987,      542.936,   130.166
    39.725,    23.8247,      541.716,    130.33
    39.775,    23.7987,      542.936,   130.494
    39.825,    23.8299,      541.207,   130.658
    39.875,    23.7987,      542.306,   130.822
    39.925,    23.8247,      541.716,   130.986
    39.975,    23.8056,      543.107,    131.15
    40.025,    23.8247,      542.755,   131.314
    40.075,    23.8247,      541.575,   131.478
    40.125,    23.7987,      542.936,   131.642
    40.175,    23.8247,      541.885,   131.806
    40.225,    23.7987,      542.936,    131.97
    40.275,    23.8247,      541.885,   132.134
    40.325,    23.7987,      542.936,   132.298
    40.375,    23.8247,      541.885,   132.463
    40.425,    23.8247,      542.936,   132.627
    40.475,    23.8247,      541.575,   132.791
    40.525,    23.7987,      542.936,   132.955
    40.575,    23.8247,      541.885,   133.119
    40.625,    23.8247,      542.936,   133.283
    40.675,    23.8247,      541.575,   133.447
    40.725,    23.7987,      542.936,   133.611
    40.775,    23.8507,      541.716,   133.775
    40.825,    23.8187,      542.625,   133.939
    40.875,    23.7987,      542.012,   134.103
    40.925,    23.8247,      541.716,   134.267
    40.975,    23.8467,      543.107,   134.431
    41.025,    23.8247,      541.677,   134.595
    41.075,    23.8247,      542.936,   134.759
    41.125,    23.8247,      541.575,   134.923
    41.175,    23.8187,      543.107,   135.087
    41.225,    23.8247,      541.829,   135.251
    41.275,    23.8247,      541.405,   135.415
    41.325,    23.8247,      543.107,   135.579
    41.375,    23.8507,      541.405,   135.743
    41.425,    23.7987,      542.795,   135.907
    41.475,    23.8507,      541.885,   136.071
    41.525,    23.8187,      542.625,   136.236
    41.575,    23.8247,      541.829,     136.4
    41.625,    23.8247,      542.765,   136.564
    41.675,    23.8187,      541.405,   136.728
    41.725,    23.8247,      542.012,   136.892
    41.775,    23.8187,      542.936,   137.056
    41.825,    23.8247,      541.829,    137.22
    41.875,    23.8247,      543.107,   137.384
    41.925,    23.8247,      541.405,   137.548
    41.975,    23.8187,      542.936,   137.712
    42.025,    23.7987,      541.829,   137.876
    42.075,    23.8507,      541.546,    138.04
    42.125,    23.7987,      542.625,   138.204
    42.175,    23.8247,      541.716,   138.368
    42.225,    23.8187,      542.936,   138.532
    42.275,    23.8507,      541.829,   138.696
    42.325,    23.7987,      542.795,    138.86
    42.375,    23.8187,      541.716,   139.024
    42.425,    23.8247,      542.012,   139.188
    42.475,    23.8187,      542.936,   139.352
    42.525,    23.8507,      541.646,   139.516
    42.575,    23.7987,      542.625,    139.68
    42.625,    23.8507,      541.716,   139.844
    42.675,    23.7907,      542.625,   140.008
    42.725,    23.8247,      542.347,   140.173
    42.775,    23.8467,      541.405,   140.337
    42.825,    23.8247,      543.145,   140.501
    42.875,    23.8247,      541.575,   140.665
    42.925,    23.8247,      543.107,   140.829
    42.975,    23.8247,      541.575,   140.993
    43.025,    23.8187,      542.936,   141.157
    43.075,    23.8247,      542.012,   141.321
    43.125,    23.8467,      541.575,   141.485
    43.175,    23.7987,      543.329,   141.649
    43.225,    23.8187,      541.716,   141.813
    43.275,    23.8507,      542.012,   141.977
    43.325,    23.7987,      542.795,   142.141
    43.375,    23.8507,      541.885,   142.305
    43.425,    23.8247,      542.795,   142.469
    43.475,    23.8187,      541.575,   142.633
    43.525,    23.8247,      543.481,   142.797
    43.575,    23.8507,      541.575,   142.961
    43.625,    23.7987,      542.625,   143.125
    43.675,    23.8507,      541.885,   143.289
    43.725,    23.8187,      542.795,   143.453
    43.775,    23.7987,      542.012,   143.617
    43.825,    23.8467,      541.716,   143.781
    43.875,    23.8247,      543.329,   143.945
    43.925,    23.8187,      541.575,    144.11
    43.975,    23.8247,      542.012,   144.274
    44.025,    23.8247,      543.107,   144.438
    44.075,    23.8247,      541.405,   144.602
    44.125,    23.8247,      543.107,   144.766
    44.175,    23.8467,      541.575,    144.93
    44.225,    23.8247,      543.145,   145.094
    44.275,    23.8247,      541.575,   145.258
    44.325,    23.8247,      542.936,   145.422
    44.375,    23.8247,      541.575,   145.586
    44.425,    23.8187,      542.936,    145.75
    44.475,    23.8247,      542.012,   145.914
    44.525,    23.8247,      541.405,   146.078
    44.575,    23.8187,      543.107,   146.242
    44.625,    23.8507,      541.829,   146.406
    44.675,    23.7987,      542.795,    146.57
    44.725,    23.8507,      541.885,   146.734
    44.775,    23.8247,      542.625,   146.898
    44.825,    23.8187,      541.575,   147.062
    44.875,    23.8247,      542.012,   147.226
    44.925,    23.8247,      542.936,    147.39
    44.975,    23.8247,      541.575,   147.554
    45.025,    23.8247,      543.107,   147.718
    45.075,    23.8507,      541.575,   147.882
    45.125,    23.8187,      542.625,   148.047
    45.175,    23.8247,      542.012,   148.211
    45.225,    23.8187,      543.107,   148.375
    45.275,    23.8247,      541.829,   148.539
    45.325,    23.8507,      541.575,   148.703
    45.375,    23.8187,      542.795,   148.867
    45.425,    23.8247,      542.012,   149.031
    45.475,    23.8247,      542.936,   149.195
    45.525,    23.8187,      541.575,   149.359
    45.575,    23.8247,      541.829,   149.523
    45.625,    23.8247,      543.107,   149.687
    45.675,    23.8507,      541.575,   149.851
    45.725,    23.7987,      542.795,   150.015
    45.775,    23.8507,      541.716,   150.179
    45.825,    23.8187,      542.795,   150.343
    45.875,    23.8507,      542.012,   150.507
    45.925,    23.8187,      542.625,   150.671
    45.975,    23.8247,      542.012,   150.835
    46.025,    23.8247,      541.575,   150.999
    46.075,    23.8187,      542.936,   151.163
    46.125,    23.8507,      542.012,   151.327
    46.175,    23.8247,      542.795,   151.491
    46.225,    23.8187,      541.405,   151.655
    46.275,    23.8247,      541.829,   151.819
    46.325,    23.8247,      542.936,   151.984
    46.375,    23.8247,      541.405,   152.148
    46.425,    23.8247,      543.107,   152.312
    46.475,    23.8247,      541.405,   152.476
    46.525,    23.8247,      542.936,    152.64
    46.575,    23.8467,      541.066,   152.804
    46.625,    23.8247,      543.145,   152.968
    46.675,    23.8187,      541.575,   153.132
    46.725,    23.8247,      541.829,   153.296
    46.775,    23.8247,      543.107,    153.46
    46.825,    23.8467,      541.405,   153.624
    46.875,    23.7987,      543.329,   153.788
    46.925,    23.8187,      541.885,   153.952
    46.975,    23.8507,      541.829,   154.116
    47.025,    23.7987,      542.795,    154.28
    47.075,    23.8507,      541.885,   154.444
    47.125,    23.8187,      542.795,   154.608
    47.175,    23.8247,      541.829,   154.772
    47.225,    23.8247,      542.936,   154.936
    47.275,    23.8507,      541.575,     155.1
    47.325,    23.8187,      542.625,   155.264
    47.375,    23.7987,      541.829,   155.428
    47.425,    23.8467,      541.885,   155.592
    47.475,    23.8247,      543.145,   155.757
    47.525,    23.8247,      541.405,   155.921
    47.575,    23.8467,      543.107,   156.085
    47.625,    23.7987,      541.312,   156.249
    47.675,    23.8507,      541.885,   156.413
    47.725,    23.8187,      542.625,   156.577
    47.775,    23.8507,      541.646,   156.741
    47.825,    23.7987,      542.795,   156.905
    47.875,    23.8187,      541.376,   157.069
    47.925,    23.8507,      541.281,   157.233
    47.975,    23.8247,      542.625,   157.397
    48.025,    23.8507,      541.575,   157.561
    48.075,    23.7987,      542.625,   157.725
    48.125,    23.8467,      541.885,   157.889
    48.175,    23.8467,      543.329,   158.053
    48.225,    23.8247,      541.495,   158.217
    48.275,    23.8247,      541.575,   158.381
    48.325,    23.8187,      543.107,   158.545
    48.375,    23.8507,      541.829,   158.709
    48.425,    23.8056,      542.625,   158.873
    48.475,    23.8507,      541.486,   159.037
    48.525,    23.8247,      542.625,   159.201
    48.575,    23.8247,      541.575,   159.365
    48.625,    23.8247,      542.936,   159.529
    48.675,    23.8299,      541.405,   159.694
    48.725,    23.8507,      542.306,   159.858
    48.775,    23.8187,      542.625,   160.022
    48.825,    23.7987,      541.829,   160.186
    48.875,    23.8507,      541.546,    160.35
    48.925,    23.7987,      542.795,   160.514
    48.975,    23.8467,      541.207,   160.678
    49.025,    23.8247,      542.778,   160.842
    49.075,    23.8247,      541.405,   161.006
    49.125,    23.8187,      542.936,    161.17
    49.175,    23.8247,      541.829,   161.334
    49.225,    23.8247,      541.575,   161.498
    49.275,    23.8247,      542.936,   161.662
    49.325,    23.8467,      541.575,   161.826
    49.375,    23.7987,      543.145,    161.99
    49.425,    23.8247,      541.885,   162.154
    49.475,    23.8247,      542.936,   162.318
    49.525,    23.8187,      541.575,   162.482
    49.575,    23.8467,      541.829,   162.646
    49.625,    23.7987,      543.145,    162.81
    49.675,    23.8247,      541.885,   162.974
    49.725,    23.8187,      542.936,   163.138
    49.775,    23.7987,      541.829,   163.302
    49.825,    23.8507,      541.885,   163.466
    49.875,    23.7907,      542.625,   163.631
    49.925,    23.8247,      542.347,   163.795
    49.975,    23.8247,      542.936,   163.959
    50.025,    23.8247,      541.405,   164.123
    50.075,    23.7987,      542.765,   164.287
    50.125,    23.8247,      541.885,   164.451
    50.175,    23.8187,      542.936,   164.615
    50.225,    23.7987,      541.829,   164.779
    50.275,    23.8247,      541.716,   164.943
    50.325,    23.8187,      542.936,   165.107
    50.375,    23.7987,      542.012,   165.271
    50.425,    23.8247,      543.248,   165.435
    50.475,    23.7987,      541.405,   165.599
    50.525,    23.8247,      543.248,   165.763
    50.575,    23.7907,      541.405,   165.927
    50.625,    23.8247,      541.981,   166.091
    50.675,    23.7987,      542.936,   166.255
    50.725,    23.8247,      541.716,   166.419
    50.775,    23.7987,      542.765,   166.583
    50.825,    23.8247,      541.716,   166.747
    50.875,    23.7987,      542.765,   166.911
    50.925,    23.8171,      541.716,   167.075
    50.975,    23.7987,      543.349,   167.239
    51.025,    23.7907,      541.376,   167.403
    51.075,    23.8247,      542.164,   167.568
    51.125,    23.7987,      542.936,   167.732
    51.175,    23.8187,      541.716,   167.896
    51.225,    23.7987,      543.481,    168.06
    51.275,    23.8247,      541.716,   168.224
    51.325,    23.7987,      542.765,   168.388
    51.375,    23.7907,      541.716,   168.552
    51.425,    23.8247,      542.164,   168.716
    51.475,    23.7987,      542.936,    168.88
    51.525,    23.7987,      541.546,   169.044
    51.575,    23.7987,      543.248,   169.208
    51.625,    23.8187,      541.716,   169.372
    51.675,    23.8187,      543.481,   169.536
    51.725,    23.7907,      541.829,     169.7
    51.775,    23.8247,      542.164,   169.864
    51.825,    23.7907,      542.765,   170.028
    51.875,    23.7987,      542.164,   170.192
    51.925,    23.8247,      541.546,   170.356
    51.975,    23.7907,      542.936,    170.52
    52.025,    23.8247,      541.981,   170.684
    52.075,    23.7987,      542.936,   170.848
    52.125,    23.7987,      541.376,   171.012
    52.175,    23.7987,      543.248,   171.176
    52.225,    23.8247,      541.546,    171.34
    52.275,    23.7987,      542.765,   171.505
    52.325,    23.8247,      541.716,   171.669
    52.375,    23.7907,      542.765,   171.833
    52.425,    23.7987,      541.981,   171.997
    52.475,    23.8247,      541.716,   172.161
    52.525,    23.8187,      542.765,   172.325
    52.575,    23.8247,      541.646,   172.489
    52.625,    23.7987,      542.936,   172.653
    52.675,    23.7987,      541.716,   172.817
    52.725,    23.8247,      543.248,   172.981
    52.775,    23.7987,      541.235,   173.145
    52.825,    23.8247,      543.248,   173.309
    52.875,    23.8247,      541.405,   173.473
    52.925,    23.7987,      542.936,   173.637
    52.975,    23.8247,      541.546,   173.801
    53.025,    23.7987,      542.936,   173.965
    53.075,    23.8247,      541.716,   174.129
    53.125,    23.7987,      542.936,   174.293
    53.175,    23.7907,      541.716,   174.457
    53.225,    23.8247,      542.164,   174.621
    53.275,    23.7987,      542.765,   174.785
    53.325,    23.8247,      541.716,   174.949
    53.375,    23.8187,      542.765,   175.113
    53.425,    23.8247,      541.646,   175.277
    53.475,    23.7987,      542.595,   175.442
    53.525,    23.8247,      541.546,   175.606
    53.575,    23.8247,      542.765,    175.77
    53.625,    23.8247,      541.066,   175.934
    53.675,    23.7987,      542.765,   176.098
    53.725,    23.8247,      541.207,   176.262
    53.775,    23.8247,      542.595,   176.426
    53.825,    23.8247,      541.066,    176.59
    53.875,    23.8187,      542.765,   176.754
    53.925,    23.7987,      541.646,   176.918
    53.975,    23.8247,      541.546,   177.082
    54.025,    23.8187,      542.765,   177.246
    54.075,    23.8247,      541.646,    177.41
    54.125,    23.7987,      542.595,   177.574
    54.175,    23.8247,      541.546,   177.738
    54.225,    23.8247,      542.765,   177.902
    54.275,    23.8247,      541.235,   178.066
    54.325,    23.7987,      542.765,    178.23
    54.375,    23.8299,      541.716,   178.394
    54.425,    23.7987,      542.147,   178.558
    54.475,    23.8247,      541.376,   178.722
    54.525,    23.7987,      542.765,   178.886
    54.575,    23.8247,      541.546,    179.05
    54.625,    23.7987,      542.595,   179.214
    54.675,    23.8247,      541.716,   179.379
    54.725,    23.7987,      542.765,   179.543
    54.775,    23.8247,      541.376,   179.707
    54.825,    23.7987,      542.765,   179.871
    54.875,    23.8056,      541.376,   180.035
    54.925,    23.8247,      542.596,   180.199
    54.975,    23.7987,      542.595,   180.363
    55.025,    23.8056,      541.546,   180.527
    55.075,    23.7987,      542.278,   180.691
    55.125,    23.8247,      541.546,   180.855
    55.175,    23.7987,      542.595,   181.019
    55.225,    23.8247,      541.376,   181.183
    55.275,    23.7987,      542.765,   181.347
    55.325,    23.8247,      541.376,   181.511
    55.375,    23.7987,      542.765,   181.675
    55.425,    23.7987,      541.376,   181.839
    55.475,    23.7987,      542.906,   182.003
    55.525,    23.8247,      541.546,   182.167
    55.575,    23.7987,      542.425,   182.331
    55.625,    23.8247,      540.868,   182.495
    55.675,    23.7727,      542.254,   182.659
    55.725,    23.8247,      541.179,   182.823
    55.775,    23.7987,      542.765,   182.987
    55.825,    23.7987,      541.546,   183.152
    55.875,    23.7987,      542.736,   183.316
    55.925,    23.8187,      541.376,    183.48
    55.975,    23.7987,      543.297,   183.644
    56.025,    23.8247,      541.546,   183.808
    56.075,    23.7987,      542.595,   183.972
    56.125,    23.7907,      541.376,   184.136
    56.175,    23.7987,      541.981,     184.3
    56.225,    23.7987,      543.077,   184.464
    56.275,    23.8187,      541.376,   184.628
    56.325,    23.7987,      543.113,   184.792
    56.375,    23.8247,      541.376,   184.956
    56.425,    23.7727,      542.595,    185.12
    56.475,    23.8247,      541.687,   185.284
    56.525,    23.7987,      542.425,   185.448
    56.575,    23.8247,      541.376,   185.612
    56.625,    23.7987,      542.765,   185.776
    56.675,    23.7907,      541.546,    185.94
    56.725,    23.8247,      541.798,   186.104
    56.775,    23.7907,      542.765,   186.268
    56.825,    23.8247,      541.798,   186.432
    56.875,    23.8187,      542.595,   186.596
    56.925,    23.7987,      541.646,    186.76
    56.975,    23.8247,      541.376,   186.924
    57.025,    23.7987,      542.595,   187.089
    57.075,    23.8187,      541.207,   187.253
    57.125,    23.8247,      543.113,   187.417
    57.175,    23.8247,      540.896,   187.581
    57.225,    23.7987,      542.595,   187.745
    57.275,    23.8247,      541.207,   187.909
    57.325,    23.7987,      542.425,   188.073
    57.375,    23.8187,      541.207,   188.237
    57.425,    23.8247,      541.463,   188.401
    57.475,    23.8187,      542.425,   188.565
    57.525,    23.8247,      541.281,   188.729
    57.575,    23.8187,      542.084,   188.893
    57.625,    23.7987,      541.281,   189.057
    57.675,    23.8247,      541.376,   189.221
    57.725,    23.7987,      542.425,   189.385
    57.775,    23.8467,      541.207,   189.549
    57.825,    23.7987,      542.594,   189.713
    57.875,    23.8247,      541.207,   189.877
    57.925,    23.7987,      542.254,   190.041
    57.975,    23.8247,      541.207,   190.205
    58.025,    23.8247,      541.914,   190.369
    58.075,    23.7907,      540.727,   190.533
    58.125,    23.8247,      541.615,   190.697
    58.175,    23.8187,      542.425,   190.861
    58.225,    23.8247,      541.463,   191.026
    58.275,    23.8187,      542.425,    191.19
    58.325,    23.7987,      541.281,   191.354
    58.375,    23.8247,      541.207,   191.518
    58.425,    23.8187,      542.425,   191.682
    58.475,    23.8247,      541.281,   191.846
    58.525,    23.7987,      542.595,    192.01
    58.575,    23.8247,      541.207,   192.174
    58.625,    23.8187,      542.425,   192.338
    58.675,    23.7987,      541.281,   192.502
    58.725,    23.8247,      541.207,   192.666
    58.775,    23.8247,      542.425,    192.83
    58.825,    23.8247,      540.896,   192.994
    58.875,    23.7907,      542.425,   193.158
    58.925,    23.8507,      541.798,   193.322
    58.975,    23.7907,      541.944,   193.486
    59.025,    23.8247,      541.615,    193.65
    59.075,    23.8187,      541.066,   193.814
    59.125,    23.7987,      542.929,   193.978
    59.175,    23.8247,      541.207,   194.142
    59.225,    23.8247,      542.425,   194.306
    59.275,    23.7907,      540.896,    194.47
    59.325,    23.8507,      541.615,   194.634
    59.375,    23.7987,      542.114,   194.798
    59.425,    23.8247,      541.207,   194.963
    59.475,    23.7987,      542.425,   195.127
    59.525,    23.8467,      541.207,   195.291
    59.575,    23.7987,      542.594,   195.455
    59.625,    23.8187,      541.207,   195.619
    59.675,    23.8187,      541.281,   195.783
    59.725,    23.8247,      543.113,   195.947
    59.775,    23.8187,      540.896,   196.111
    59.825,    23.8247,      541.281,   196.275
    59.875,    23.7987,      542.425,   196.439
    59.925,    23.8467,      541.207,   196.603
    59.975,    23.7987,      542.594,   196.767
    60.025,    23.8247,      541.037,   196.931
    60.075,    23.8247,      542.425,   197.095
    60.125,    23.8247,      540.896,   197.259
    60.175,    23.7987,      542.425,   197.423
    60.225,    23.8187,      541.207,   197.587
    60.275,    23.8247,      541.281,   197.751
    60.325,    23.8187,      542.425,   197.915
    60.375,    23.8247,      541.281,   198.079
    60.425,    23.8187,      542.425,   198.243
    60.475,    23.7987,      541.281,   198.407
    60.525,    23.8507,      541.037,   198.571
    60.575,    23.7907,      542.114,   198.736
    60.625,    23.8507,      541.615,     198.9
    60.675,    23.7987,      541.944,   199.064
    60.725,    23.8187,      541.207,   199.228
    60.775,    23.8247,      541.281,   199.392
    60.825,    23.7987,      542.425,   199.556
    60.875,    23.8507,      541.207,    199.72
    60.925,    23.7907,      542.114,   199.884
    60.975,    23.8507,      541.615,   200.048
    61.025,    23.8187,      541.944,   200.212
    61.075,    23.7987,      541.463,   200.376
    61.125,    23.8467,      541.037,    200.54
    61.175,    23.7987,      542.594,   200.704
    61.225,    23.8187,      541.376,   200.868
    61.275,    23.8247,      541.281,   201.032
    61.325,    23.7987,      542.254,   201.196
    61.375,    23.8467,      541.207,    201.36
    61.425,    23.7987,      542.594,   201.524
    61.475,    23.8507,      541.207,   201.688
    61.525,    23.7987,      542.114,   201.852
    61.575,    23.8187,      541.207,   202.016
    61.625,    23.8247,      541.281,    202.18
    61.675,    23.7987,      542.254,   202.344
    61.725,    23.8467,      541.207,   202.508
    61.775,    23.7987,       542.41,   202.673
    61.825,    23.8187,      541.207,   202.837
    61.875,    23.8247,      541.098,   203.001
    61.925,    23.8187,      542.425,   203.165
    61.975,    23.8247,      541.281,   203.329
    62.025,    23.8187,      542.254,   203.493
    62.075,    23.7987,      541.281,   203.657
    62.125,    23.8247,      541.037,   203.821
    62.175,    23.8247,      542.425,   203.985
    62.225,    23.8187,      540.896,   204.149
    62.275,    23.8247,      542.745,   204.313
    62.325,    23.8247,      540.896,   204.477
    62.375,    23.8187,      542.425,   204.641
    62.425,    23.7987,      541.281,   204.805
    62.475,    23.8467,      541.207,   204.969
    62.525,    23.7987,       542.41,   205.133
    62.575,    23.8187,      541.207,   205.297
    62.625,    23.8247,      541.281,   205.461
    62.675,    23.8247,      542.425,   205.625
    62.725,    23.8247,      540.896,   205.789
    62.775,    23.8187,      542.254,   205.953
    62.825,    23.8247,      541.281,   206.117
    62.875,    23.7987,      542.254,   206.281
    62.925,    23.8187,      541.207,   206.445
    62.975,    23.8247,      541.281,    206.61
    63.025,    23.7987,      542.254,   206.774
    63.075,    23.8507,      541.207,   206.938
    63.125,    23.7907,      542.114,   207.102
    63.175,    23.8507,      541.433,   207.266
    63.225,    23.7907,      542.114,    207.43
    63.275,    23.8247,      541.433,   207.594
    63.325,    23.8187,      540.727,   207.758
    63.375,    23.8247,      542.745,   207.922
    63.425,    23.8247,      540.727,   208.086
    63.475,    23.8187,      542.425,    208.25
    63.525,    23.7987,      541.281,   208.414
    63.575,    23.8247,      541.037,   208.578
    63.625,    23.7987,      542.425,   208.742
    63.675,    23.8467,      541.207,   208.906
    63.725,    23.7987,       542.41,    209.07
    63.775,    23.8507,      541.207,   209.234
    63.825,    23.7907,      542.114,   209.398
    63.875,    23.8247,      541.615,   209.562
    63.925,    23.8187,      540.727,   209.726
    63.975,    23.8247,      542.745,    209.89
    64.025,    23.8247,      540.558,   210.054
    64.075,    23.8187,      542.425,   210.218
    64.125,     23.816,      541.281,   210.382
    64.175,    23.8187,      541.452,   210.547
    64.225,    23.8187,      541.281,   210.711
    64.275,    23.8247,      542.745,   210.875
    64.325,    23.8187,      540.896,   211.039
    64.375,    23.8187,      541.098,   211.203
    64.425,    23.8117,      542.745,   211.367
    64.475,    23.8187,       541.73,   211.531
    64.525,    23.8187,      541.098,   211.695
    64.575,    23.8187,      541.281,   211.859
    64.625,    23.8187,      541.098,   212.023
    64.675,    23.8187,      542.745,   212.187
    64.725,    23.8187,      541.098,   212.351
    64.775,    23.8187,      541.281,   212.515
    64.825,    23.8187,      540.916,   212.679
    64.875,    23.8187,      542.745,   212.843
    64.925,    23.8187,      541.281,   213.007
    64.975,    23.8247,      541.098,   213.171
    65.025,    23.7987,      542.254,   213.335
    65.075,    23.8187,      541.037,   213.499
    65.125,    23.8247,      541.098,   213.663
    65.175,    23.8187,      542.084,   213.827
    65.225,    23.8187,      541.098,   213.991
    65.275,    23.8187,      541.281,   214.155
    65.325,    23.8187,      542.562,    214.32
    65.375,    23.8247,      540.916,   214.484
    65.425,    23.8187,      540.727,   214.648
    65.475,    23.8247,      542.745,   214.812
    65.525,    23.7907,      540.727,   214.976
    65.575,    23.8247,      541.433,    215.14
    65.625,    23.8247,      542.254,   215.304
    65.675,    23.8247,      540.727,   215.468
    65.725,    23.8299,      542.425,   215.632
    65.775,    23.7987,      541.829,   215.796
    65.825,    23.8247,      541.207,    215.96
    65.875,    23.8247,      542.254,   216.124
    65.925,    23.8187,      540.727,   216.288
    65.975,    23.8247,      541.281,   216.452
    66.025,    23.7987,      542.254,   216.616
    66.075,    23.8507,      541.037,    216.78
    66.125,    23.7987,      542.114,   216.944
    66.175,    23.8247,      541.037,   217.108
    66.225,    23.8247,      542.425,   217.272
    66.275,    23.8247,      540.727,   217.436
    66.325,    23.8056,      542.254,     217.6
    66.375,    23.8247,      542.278,   217.764
    66.425,    23.8247,      540.558,   217.928
    66.475,    23.8056,      542.425,   218.092
    66.525,    23.8247,      540.695,   218.257
    66.575,    23.8187,      542.084,   218.421
    66.625,    23.8247,      541.281,   218.585
    66.675,    23.8247,      542.254,   218.749
    66.725,    23.8247,      540.727,   218.913
    66.775,    23.8187,      542.254,   219.077
    66.825,    23.7987,      541.281,   219.241
    66.875,    23.8247,      541.037,   219.405
    66.925,    23.8247,      542.254,   219.569
    66.975,    23.8247,      540.727,   219.733
    67.025,    23.8247,      542.254,   219.897
    67.075,    23.8299,      540.727,   220.061
    67.125,    23.8247,      541.829,   220.225
    67.175,    23.7987,      542.254,   220.389
    67.225,    23.8507,      541.037,   220.553
    67.275,    23.8056,      541.944,   220.717
    67.325,    23.8247,      540.695,   220.881
    67.375,    23.7987,      542.425,   221.045
    67.425,    23.8507,      541.037,   221.209
    67.475,    23.8187,      541.944,   221.373
    67.525,    23.8247,      541.281,   221.537
