   54	569378.812	146345.625	-0.050	    0
   55	569375.250	146343.781	-0.050	    0
   56	569371.750	146341.938	-0.050	    0
   57	569368.188	146340.094	-0.050	    0
   58	569364.625	146338.250	-0.050	    0
   59	569361.062	146336.406	-0.050	    0
   60	569357.500	146334.562	-0.050	    0
   61	569354.000	146332.703	-0.050	    0
   62	569350.438	146330.875	-0.050	    0
   63	569346.875	146329.016	-0.050	    0
   64	569343.312	146327.188	-0.050	    0
   65	569340.938	146332.031	-0.050	    0
   66	569344.438	146333.875	-0.050	    0
   67	569348.000	146335.719	-0.050	    0
   68	569351.562	146337.562	-0.050	    0
   69	569355.125	146339.406	-0.050	    0
   70	569358.625	146341.266	-0.050	    0
   71	569362.188	146343.109	-0.050	    0
   72	569365.750	146344.953	-0.050	    0
   73	569369.312	146346.797	-0.050	    0
   74	569372.875	146348.641	-0.050	    0
   75	569376.375	146350.484	-0.050	    0
   76	569379.938	146352.328	-0.050	    0
   77	569383.500	146354.188	-0.050	    0
   78	569387.062	146356.016	-0.050	    0
   79	569390.562	146357.875	-0.050	    0
   80	569394.125	146359.703	-0.050	    0
   81	569397.688	146361.562	-0.050	    0
   82	569401.250	146363.406	-0.050	    0
   83	569404.812	146365.250	-0.050	    0
   84	569408.312	146367.094	-0.050	    0
   85	569411.875	146368.938	-0.050	    0
   86	569415.438	146370.797	-0.050	    0
   87	569419.000	146372.625	-0.050	    0
   88	569422.500	146374.484	-0.050	    0
   89	569426.062	146376.312	-0.050	    0
   90	569429.625	146378.172	-0.050	    0
   91	569433.188	146380.016	-0.050	    0
   92	569436.750	146381.859	-0.050	    0
   93	569440.250	146383.703	-0.050	    0
   94	569443.812	146385.547	-0.050	    0
   95	569447.375	146387.406	-0.050	    0
   96	569450.938	146389.234	-0.050	    0
   97	569448.500	146394.094	-0.050	    0
   98	569444.938	146392.250	-0.050	    0
   99	569441.375	146390.406	-0.050	    0
  100	569437.875	146388.562	-0.050	    0
  101	569434.312	146386.719	-0.050	    0
  102	569430.750	146384.875	-0.050	    0
  103	569427.188	146383.031	-0.050	    0
  104	569423.625	146381.188	-0.050	    0
  105	569420.125	146379.328	-0.050	    0
  106	569416.562	146377.484	-0.050	    0
  107	569413.000	146375.641	-0.050	    0
  108	569409.438	146373.797	-0.050	    0
  109	569405.938	146371.953	-0.050	    0
  110	569402.375	146370.109	-0.050	    0
  111	569398.812	146368.266	-0.050	    0
  112	569395.250	146366.422	-0.050	    0
  113	569391.688	146364.562	-0.050	    0
  114	569388.188	146362.734	-0.050	    0
  115	569384.625	146360.875	-0.050	    0
  116	569381.062	146359.047	-0.050	    0
  117	569377.500	146357.188	-0.050	    0
  118	569374.000	146355.344	-0.050	    0
  119	569370.438	146353.500	-0.050	    0
  120	569366.875	146351.656	-0.050	    0
  121	569363.312	146349.812	-0.050	    0
  122	569359.750	146347.953	-0.050	    0
  123	569356.250	146346.125	-0.050	    0
  124	569352.688	146344.266	-0.050	    0
  125	569349.125	146342.438	-0.050	    0
  126	569345.562	146340.578	-0.050	    0
  127	569342.000	146338.734	-0.050	    0
  128	569338.500	146336.891	-0.050	    0
  129	569336.062	146341.750	-0.050	    0
  130	569339.625	146343.594	-0.050	    0
  131	569343.125	146345.438	-0.050	    0
  132	569346.688	146347.281	-0.050	    0
  133	569350.250	146349.125	-0.050	    0
  134	569353.812	146350.969	-0.050	    0
  135	569357.375	146352.812	-0.050	    0
  136	569360.875	146354.672	-0.050	    0
  137	569364.438	146356.516	-0.050	    0
  138	569368.000	146358.359	-0.050	    0
  139	569371.562	146360.203	-0.050	    0
  140	569375.062	146362.047	-0.050	    0
  141	569378.625	146363.891	-0.050	    0
  142	569382.188	146365.734	-0.050	    0
  143	569385.750	146367.578	-0.050	    0
  144	569389.312	146369.438	-0.050	    0
  145	569392.812	146371.266	-0.050	    0
  146	569396.375	146373.125	-0.050	    0
  147	569399.938	146374.953	-0.050	    0
  148	569403.500	146376.812	-0.050	    0
  149	569407.000	146378.656	-0.050	    0
  150	569410.562	146380.500	-0.050	    0
  151	569414.125	146382.344	-0.050	    0
  152	569417.688	146384.188	-0.050	    0
  153	569421.250	146386.047	-0.050	    0
  154	569424.750	146387.875	-0.050	    0
  155	569428.312	146389.734	-0.050	    0
  156	569431.875	146391.562	-0.050	    0
  157	569435.438	146393.422	-0.050	    0
  158	569439.000	146395.266	-0.050	    0
  159	569442.500	146397.109	-0.050	    0
  160	569446.062	146398.953	-0.050	    0
  161	569443.625	146403.812	-0.050	    0
  162	569440.062	146401.969	-0.050	    0
  163	569436.562	146400.125	-0.050	    0
  164	569433.000	146398.281	-0.050	    0
  165	569429.438	146396.438	-0.050	    0
  166	569425.875	146394.594	-0.050	    0
  167	569422.375	146392.734	-0.050	    0
  168	569418.812	146390.891	-0.050	    0
  169	569415.250	146389.047	-0.050	    0
  170	569411.688	146387.203	-0.050	    0
  171	569408.125	146385.359	-0.050	    0
  172	569404.625	146383.516	-0.050	    0
  173	569401.062	146381.672	-0.050	    0
  174	569397.500	146379.812	-0.050	    0
  175	569393.938	146377.984	-0.050	    0
  176	569390.438	146376.125	-0.050	    0
  177	569386.875	146374.297	-0.050	    0
  178	569383.312	146372.438	-0.050	    0
  179	569379.750	146370.594	-0.050	    0
  180	569376.188	146368.750	-0.050	    0
  181	569372.688	146366.906	-0.050	    0
  182	569369.125	146365.062	-0.050	    0
  183	569365.562	146363.203	-0.050	    0
  184	569362.000	146361.375	-0.050	    0
  185	569358.500	146359.516	-0.050	    0
  186	569354.938	146357.688	-0.050	    0
  187	569351.375	146355.828	-0.050	    0
  188	569347.812	146353.984	-0.050	    0
  189	569344.250	146352.141	-0.050	    0
  190	569340.750	146350.297	-0.050	    0
  191	569337.188	146348.453	-0.050	    0
  192	569333.625	146346.594	-0.050	    0
  193	569331.188	146351.453	-0.050	    0
  194	569334.750	146353.312	-0.050	    0
  195	569338.312	146355.156	-0.050	    0
  196	569341.812	146357.000	-0.050	    0
  197	569345.375	146358.844	-0.050	    0
  198	569348.938	146360.688	-0.050	    0
  199	569352.500	146362.531	-0.050	    0
  200	569356.062	146364.375	-0.050	    0
  201	569359.562	146366.219	-0.050	    0
  202	569363.125	146368.062	-0.050	    0
  203	569366.688	146369.922	-0.050	    0
  204	569370.250	146371.766	-0.050	    0
  205	569373.750	146373.609	-0.050	    0
  206	569377.312	146375.453	-0.050	    0
  207	569380.875	146377.297	-0.050	    0
  208	569384.438	146379.141	-0.050	    0
  209	569388.000	146380.984	-0.050	    0
  210	569391.500	146382.828	-0.050	    0
  211	569395.062	146384.688	-0.050	    0
  212	569398.625	146386.516	-0.050	    0
  213	569402.188	146388.375	-0.050	    0
  214	569405.750	146390.219	-0.050	    0
  215	569409.250	146392.062	-0.050	    0
  216	569412.812	146393.906	-0.050	    0
  217	569416.375	146395.750	-0.050	    0
  218	569419.938	146397.594	-0.050	    0
  219	569423.500	146399.438	-0.050	    0
  220	569427.000	146401.297	-0.050	    0
  221	569430.562	146403.125	-0.050	    0
  222	569434.125	146404.984	-0.050	    0
  223	569437.688	146406.812	-0.050	    0
  224	569441.188	146408.672	-0.050	    0
  225	569438.750	146413.531	-0.050	    0
  226	569435.250	146411.688	-0.050	    0
  227	569431.688	146409.844	-0.050	    0
  228	569428.125	146407.984	-0.050	    0
  229	569424.562	146406.141	-0.050	    0
  230	569421.062	146404.297	-0.050	    0
  231	569417.500	146402.453	-0.050	    0
  232	569413.938	146400.609	-0.050	    0
  233	569410.375	146398.766	-0.050	    0
  234	569406.812	146396.922	-0.050	    0
  235	569403.312	146395.062	-0.050	    0
  236	569399.750	146393.234	-0.050	    0
  237	569396.188	146391.375	-0.050	    0
  238	569392.625	146389.547	-0.050	    0
  239	569389.125	146387.688	-0.050	    0
  240	569385.562	146385.844	-0.050	    0
  241	569382.000	146384.000	-0.050	    0
  242	569378.438	146382.156	-0.050	    0
  243	569374.875	146380.312	-0.050	    0
  244	569371.375	146378.453	-0.050	    0
  245	569367.812	146376.625	-0.050	    0
  246	569364.250	146374.766	-0.050	    0
  247	569360.688	146372.938	-0.050	    0
  248	569357.188	146371.078	-0.050	    0
  249	569353.625	146369.234	-0.050	    0
  250	569350.062	146367.391	-0.050	    0
  251	569346.500	146365.547	-0.050	    0
  252	569342.938	146363.703	-0.050	    0
  253	569339.438	146361.859	-0.050	    0
  254	569335.875	146360.016	-0.050	    0
  255	569332.312	146358.156	-0.050	    0
  256	569328.750	146356.312	-0.050	    0
