    1	569345.750	146322.312	-0.050	    0
    2	569349.312	146324.156	-0.050	    0
    3	569352.875	146326.016	-0.050	    0
    4	569356.438	146327.859	-0.050	    0
    5	569359.938	146329.703	-0.050	    0
    6	569363.500	146331.547	-0.050	    0
    7	569367.062	146333.391	-0.050	    0
    8	569370.625	146335.234	-0.050	    0
    9	569374.188	146337.078	-0.050	    0
   10	569377.688	146338.938	-0.050	    0
   11	569381.250	146340.766	-0.050	    0
   12	569384.812	146342.625	-0.050	    0
   13	569388.375	146344.453	-0.050	    0
   14	569391.875	146346.312	-0.050	    0
   15	569395.438	146348.156	-0.050	    0
   16	569399.000	146350.000	-0.050	    0
   17	569402.562	146351.844	-0.050	    0
   18	569406.125	146353.688	-0.050	    0
   19	569409.625	146355.547	-0.050	    0
   20	569413.188	146357.375	-0.050	    0
   21	569416.750	146359.234	-0.050	    0
   22	569420.312	146361.062	-0.050	    0
   23	569423.812	146362.922	-0.050	    0
   24	569427.375	146364.766	-0.050	    0
   25	569430.938	146366.609	-0.050	    0
   26	569434.500	146368.453	-0.050	    0
   27	569438.062	146370.297	-0.050	    0
   28	569441.562	146372.141	-0.050	    0
   29	569445.125	146373.984	-0.050	    0
   30	569448.688	146375.844	-0.050	    0
   31	569452.250	146377.688	-0.050	    0
   32	569455.750	146379.531	-0.050	    0
   33	569453.375	146384.375	-0.050	    0
   34	569449.812	146382.547	-0.050	    0
   35	569446.250	146380.688	-0.050	    0
   36	569442.688	146378.844	-0.050	    0
   37	569439.188	146377.000	-0.050	    0
   38	569435.625	146375.156	-0.050	    0
   39	569432.062	146373.312	-0.050	    0
   40	569428.500	146371.469	-0.050	    0
   41	569424.938	146369.625	-0.050	    0
   42	569421.438	146367.781	-0.050	    0
   43	569417.875	146365.938	-0.050	    0
   44	569414.312	146364.078	-0.050	    0
   45	569410.750	146362.234	-0.050	    0
   46	569407.250	146360.391	-0.050	    0
   47	569403.688	146358.547	-0.050	    0
   48	569400.125	146356.703	-0.050	    0
   49	569396.562	146354.859	-0.050	    0
   50	569393.000	146353.016	-0.050	    0
   51	569389.500	146351.172	-0.050	    0
   52	569385.938	146349.312	-0.050	    0
   53	569382.375	146347.484	-0.050	    0
